word,typo_tokens,splitted_typo_tokens,typo_type,same_token_num,same_token_num2,freq,freq_quantile,word_len,typo_word_len
parrot,palrrot,"['pal', 'r', 'r', 'ot']",insertion,False,False,38,2,6,7
twist,twbst,"['tw', 'bst']",substitution,False,False,81,2,5,5
yellow,yelloaw,"['y', 'ell', 'oa', 'w']",insertion,True,True,54,2,6,7
lining,liing,"['li', 'ing']",deletion,False,True,35,2,6,5
hut,hum,"['hu', 'm']",substitution,False,False,61,2,3,3
comfort,comort,"['c', 'omor', 't']",deletion,True,True,62,2,7,6
goat,goyat,"['go', 'yat']",insertion,False,False,61,2,4,5
prescription,prscription,"['pr', 's', 'c', 'ri', 'ption']",deletion,False,False,67,2,12,11
selector,slector,"['s', 'l', 'ec', 'tor']",deletion,True,True,50,2,8,7
financing,financng,"['fin', 'a', 'nc', 'ng']",deletion,False,False,53,2,9,8
bundle,bundld,"['bund', 'ld']",substitution,True,True,33,2,6,6
urn,ur,"['u', 'r']",deletion,False,True,34,2,3,2
wet,wt,"['w', 't']",deletion,False,False,53,2,3,2
candy,cavdy,"['cav', 'dy']",substitution,False,False,37,2,5,5
blind,bliynd,"['b', 'li', 'ynd']",insertion,True,True,70,2,5,6
accessory,accessolry,"['accesso', 'l', 'ry']",insertion,False,False,63,2,9,10
nose,nosg,"['nos', 'g']",substitution,False,False,53,2,4,4
dating,datdng,"['dat', 'dn', 'g']",substitution,False,True,42,2,6,6
mapping,mpapping,"['m', 'p', 'app', 'in', 'g']",insertion,True,True,43,2,7,8
sheep,shee,"['she', 'e']",deletion,False,False,69,2,5,4
latitude,latitudhe,"['lat', 'itu', 'd', 'h', 'e']",insertion,True,True,50,2,8,9
sterling,sterlincg,"['st', 'er', 'l', 'inc', 'g']",insertion,False,False,43,2,8,9
neutron,neoutron,"['n', 'e', 'o', 'ut', 'ron']",insertion,False,False,32,2,7,8
arc,artc,"['art', 'c']",insertion,True,True,82,2,3,4
optimization,optimiztion,"['opt', 'imiz', 'ti', 'on']",deletion,False,False,58,2,12,11
para,plara,"['pl', 'ara']",insertion,True,True,31,2,4,5
fit,ft,"['f', 't']",deletion,True,True,60,2,3,2
dot,dowt,"['do', 'wt']",insertion,True,True,79,2,3,4
tile,tilze,"['til', 'ze']",insertion,True,True,78,2,4,5
military,misitary,"['m', 'isi', 't', 'a', 'ry']",substitution,False,False,84,2,8,8
abstraction,abtraction,"['abt', 'ra', 'ction']",deletion,False,False,48,2,11,10
quit,qui,"['qu', 'i']",deletion,True,True,33,2,4,3
pet,pwt,"['p', 'wt']",substitution,True,True,47,2,3,3
ending,endcing,"['en', 'd', 'cing']",insertion,True,True,53,2,6,7
plc,plr,"['p', 'lr']",substitution,False,False,39,2,3,3
treat,treit,"['tr', 'eit']",substitution,False,False,33,2,5,5
ill,isl,"['is', 'l']",substitution,True,True,37,2,3,3
navy,nav,"['n', 'av']",deletion,False,False,83,2,4,3
adjacent,adjaent,"['ad', 'ja', 'e', 'nt']",deletion,False,False,49,2,8,7
kill,kil,"['ki', 'l']",deletion,True,True,45,2,4,3
wit,wet,"['w', 'et']",substitution,True,True,49,2,3,3
buffalo,bufalo,"['buf', 'alo']",deletion,False,False,45,2,7,6
lily,lly,"['l', 'ly']",deletion,False,False,50,2,4,3
smartphone,smbartphone,"['sm', 'bar', 't', 'p', 'hone']",insertion,False,False,51,2,10,11
electrode,electrodse,"['e', 'le', 'ctr', 'ods', 'e']",insertion,False,False,49,2,9,10
classic,clssic,"['cls', 'si', 'c']",deletion,True,True,62,2,7,6
gill,goll,"['go', 'll']",substitution,False,False,32,2,4,4
take,tsake,"['ts', 'ake']",insertion,True,True,55,2,4,5
serve,sertve,"['se', 'rt', 've']",insertion,True,True,32,2,5,6
coaster,coster,"['co', 'ster']",deletion,False,False,41,2,7,6
von,vnon,"['vn', 'on']",insertion,True,True,42,2,3,4
subunit,susbunit,"['su', 's', 'b', 'unit']",insertion,False,False,53,2,7,8
trombone,tombone,"['t', 'ombo', 'n', 'e']",deletion,False,False,58,2,8,7
tear,teavr,"['te', 'avr']",insertion,False,False,56,2,4,5
dna,dn,"['d', 'n']",deletion,False,True,71,2,3,2
dairy,dainry,"['dain', 'r', 'y']",insertion,False,False,59,2,5,6
makeup,makesup,"['mak', 'e', 's', 'up']",insertion,False,False,248,3,6,7
split,splirt,"['spl', 'irt']",insertion,True,True,236,3,5,6
emission,emissdion,"['e', 'mis', 'sd', 'i', 'on']",insertion,False,False,221,3,8,9
perception,percaption,"['pe', 'r', 'ca', 'pt', 'ion']",substitution,False,False,129,3,10,10
wound,wouind,"['w', 'ouin', 'd']",insertion,False,False,161,3,5,6
sentiment,sentimenm,"['sent', 'im', 'en', 'm']",substitution,False,False,93,3,9,9
cap,ccp,"['cc', 'p']",substitution,True,True,272,3,3,3
jet,jez,"['je', 'z']",substitution,True,True,153,3,3,3
pick,pisck,"['pis', 'ck']",insertion,True,True,217,3,4,5
breeding,breedicng,"['br', 'e', 'edic', 'n', 'g']",insertion,False,False,120,3,8,9
clay,cloay,"['clo', 'ay']",insertion,False,False,149,3,4,5
assumption,assumptioln,"['ass', 'ump', 'tio', 'ln']",insertion,False,False,94,3,10,11
gay,gar,"['ga', 'r']",substitution,True,True,284,3,3,3
learning,lqearning,"['l', 'qe', 'a', 'rn', 'ing']",insertion,True,True,228,3,8,9
cycling,cyclinjg,"['cy', 'c', 'lin', 'jg']",insertion,False,False,95,3,7,8
riding,ridifng,"['r', 'id', 'if', 'ng']",insertion,False,True,94,3,6,7
destination,desftination,"['des', 'f', 't', 'ina', 'tion']",insertion,True,True,256,3,11,12
explanation,ehplanation,"['eh', 'plan', 'ation']",substitution,False,False,164,3,11,11
danger,dangeq,"['d', 'ang', 'eq']",substitution,True,True,178,3,6,6
employment,emzloyment,"['em', 'zl', 'o', 'ymen', 't']",substitution,False,True,235,3,10,10
rotation,rotatijon,"['ro', 'ta', 't', 'ij', 'on']",insertion,True,True,121,3,8,9
defendant,deefendant,"['dee', 'fe', 'nda', 'nt']",insertion,False,False,89,3,9,10
circle,cijrcle,"['cij', 'rc', 'l', 'e']",insertion,True,True,251,3,6,7
borough,boroujgh,"['bo', 'ro', 'uj', 'gh']",insertion,False,True,280,3,7,8
monster,mfnster,"['m', 'f', 'n', 'ster']",substitution,False,True,111,3,7,7
talent,tazent,"['t', 'azen', 't']",substitution,False,False,273,3,6,6
grain,grrain,"['g', 'rr', 'ain']",insertion,False,False,135,3,5,6
venture,vfnture,"['vf', 'n', 'ture']",substitution,False,True,218,3,7,7
passion,pasion,"['p', 'asio', 'n']",deletion,False,False,142,3,7,6
delay,delaey,"['d', 'ela', 'ey']",insertion,True,True,181,3,5,6
trend,trenkd,"['tre', 'nk', 'd']",insertion,False,False,210,3,5,6
warehouse,warehousz,"['war', 'eh', 'ou', 'sz']",substitution,False,True,105,3,9,9
banner,bahnner,"['ba', 'h', 'n', 'ner']",insertion,False,True,108,3,6,7
streak,stweak,"['stw', 'ea', 'k']",substitution,False,False,160,3,6,6
butterfly,bntterfly,"['bn', 't', 'te', 'r', 'fly']",substitution,False,False,139,3,9,9
soul,sul,"['s', 'ul']",deletion,False,False,223,3,4,3
monitoring,mocitoring,"['mo', 'c', 'itori', 'ng']",substitution,False,False,86,3,10,10
spy,sps,"['s', 'ps']",substitution,False,True,104,3,3,3
brake,bhake,"['bh', 'ake']",substitution,False,False,87,3,5,5
mixture,mixturre,"['mix', 'tu', 'r', 're']",insertion,False,False,116,3,7,8
ion,iou,"['i', 'ou']",substitution,True,True,148,3,3,3
constraint,contraint,"['contra', 'i', 'n', 't']",deletion,True,True,100,3,10,9
tail,tarl,"['tar', 'l']",substitution,True,True,244,3,4,4
virus,viruf,"['vir', 'uf']",substitution,False,False,128,3,5,5
awareness,awarenesh,"['aw', 'are', 'n', 'esh']",substitution,False,False,181,3,9,9
stand,stund,"['stun', 'd']",substitution,True,True,185,3,5,5
graph,grbaph,"['gr', 'ba', 'ph']",insertion,True,True,149,3,5,6
transformation,transformtion,"['tran', 's', 'for', 'mt', 'ion']",deletion,False,False,102,3,14,13
artwork,artwort,"['ar', 'two', 'rt']",substitution,False,False,215,3,7,7
formula,formpla,"['fo', 'rm', 'pla']",substitution,True,True,269,3,7,7
sort,sdort,"['sd', 'ort']",insertion,True,True,169,3,4,5
cuisine,cuisimne,"['cu', 'i', 'si', 'm', 'ne']",insertion,False,False,131,3,7,8
doubt,dyoubt,"['dy', 'ou', 'bt']",insertion,False,False,116,3,5,6
navigation,naigation,"['na', 'iga', 'ti', 'o', 'n']",deletion,True,True,129,3,10,9
strip,srip,"['s', 'rip']",deletion,True,True,195,3,5,4
cave,ccve,"['cc', 've']",substitution,False,False,135,3,4,4
thesis,tesis,"['tes', 'is']",deletion,False,True,199,3,6,5
obstacle,obstace,"['o', 'bst', 'ac', 'e']",deletion,False,False,105,3,8,7
ranking,raning,"['r', 'an', 'ing']",deletion,True,True,260,3,7,6
integration,integratior,"['i', 'nte', 'gra', 'tio', 'r']",substitution,True,True,156,3,11,11
electron,elettron,"['ele', 't', 'tro', 'n']",substitution,True,True,219,3,8,8
gear,gecar,"['ge', 'car']",insertion,False,True,142,3,4,5
printer,pvinter,"['pv', 'i', 'nte', 'r']",substitution,True,True,96,3,7,7
bath,basth,"['bas', 'th']",insertion,False,False,87,3,4,5
finale,finle,"['fin', 'le']",deletion,False,False,126,3,6,5
shoulder,shoulmder,"['sho', 'ul', 'm', 'de', 'r']",insertion,False,False,234,3,8,9
perspective,pelrspective,"['pel', 'r', 'sp', 'ective']",insertion,False,False,252,3,11,12
faction,facction,"['fac', 'c', 't', 'ion']",insertion,False,True,193,3,7,8
consciousness,cqnsciousness,"['cq', 'n', 's', 'c', 'iousness']",substitution,False,False,86,3,13,13
dialect,diaect,"['di', 'a', 'ect']",deletion,False,False,143,3,7,6
bench,benh,"['be', 'nh']",deletion,False,True,159,3,5,4
encounter,encouner,"['en', 'c', 'o', 'u', 'ner']",deletion,False,False,146,3,9,8
finding,fining,"['f', 'ini', 'ng']",deletion,True,True,176,3,7,6
coat,cat,"['c', 'at']",deletion,True,True,187,3,4,3
shift,shft,"['sh', 'ft']",deletion,True,True,228,3,5,4
luxury,luxfry,"['lu', 'x', 'fry']",substitution,False,False,92,3,6,6
kid,ki,"['k', 'i']",deletion,True,True,126,3,3,2
mood,moo,"['mo', 'o']",deletion,False,False,106,3,4,3
liner,liler,"['lil', 'er']",substitution,False,True,98,3,5,5
trust,trusb,"['tru', 'sb']",substitution,True,True,194,3,5,5
shock,shocr,"['sh', 'ocr']",substitution,False,False,137,3,5,5
shore,shor,"['sho', 'r']",deletion,True,True,234,3,5,4
kilometer,kilomeer,"['kil', 'o', 'm', 'eer']",deletion,False,False,184,3,9,8
clause,clauise,"['cla', 'ui', 'se']",insertion,True,True,97,3,6,7
cruise,ccuise,"['c', 'cu', 'ise']",substitution,False,False,139,3,6,6
tale,tae,"['ta', 'e']",deletion,False,False,269,3,4,3
parking,parkig,"['par', 'k', 'ig']",deletion,False,False,128,3,7,6
operating,operatig,"['oper', 'a', 't', 'ig']",deletion,False,False,190,3,9,8
depression,deprgssion,"['dep', 'rg', 'ss', 'io', 'n']",substitution,False,False,152,3,10,10
grass,gras,"['gr', 'as']",deletion,True,True,130,3,5,4
rifle,rifie,"['ri', 'fie']",substitution,False,False,190,3,5,5
nickname,nichkname,"['ni', 'chk', 'nam', 'e']",insertion,False,True,144,3,8,9
ocean,oean,"['oea', 'n']",deletion,False,False,152,3,5,4
audio,anudio,"['an', 'u', 'dio']",insertion,True,True,140,3,5,6
biology,biolgy,"['bi', 'ol', 'gy']",deletion,False,True,163,3,7,6
universe,unibverse,"['un', 'ib', 'vers', 'e']",insertion,False,False,177,3,8,9
walk,wlk,"['w', 'lk']",deletion,True,True,173,3,4,3
mutation,muutation,"['mu', 'u', 'tat', 'io', 'n']",insertion,False,True,101,3,8,9
moon,mown,"['mo', 'wn']",substitution,True,True,119,3,4,4
native,natve,"['nat', 've']",deletion,True,True,198,3,6,5
memorial,moemorial,"['mo', 'emo', 'rial']",insertion,False,False,213,3,8,9
hunter,hunte,"['hunt', 'e']",deletion,False,True,104,3,6,5
commerce,cnommerce,"['cn', 'omm', 'erce']",insertion,True,True,93,3,8,9
suite,suibe,"['su', 'ibe']",substitution,True,True,90,3,5,5
beam,besm,"['bes', 'm']",substitution,True,True,207,3,4,4
poster,postey,"['post', 'ey']",substitution,True,True,119,3,6,6
shopping,shoppuing,"['shop', 'pu', 'i', 'n', 'g']",insertion,False,True,177,3,8,9
uncle,uwcle,"['uw', 'cle']",substitution,False,False,276,3,5,5
commitment,commiment,"['c', 'o', 'mm', 'imen', 't']",deletion,False,False,178,3,10,9
priority,prioriy,"['p', 'rior', 'iy']",deletion,True,True,177,3,8,7
cash,cas,"['ca', 's']",deletion,False,True,224,3,4,3
poll,pol,"['p', 'ol']",deletion,True,True,261,3,4,3
planet,plapet,"['p', 'l', 'apet']",substitution,True,True,254,3,6,6
dream,drdam,"['dr', 'dam']",substitution,True,True,285,3,5,5
spectrum,sectrum,"['se', 'ctr', 'um']",deletion,False,False,110,3,8,7
lung,lug,"['lu', 'g']",deletion,True,True,134,3,4,3
craft,crat,"['c', 'rat']",deletion,True,True,164,3,5,4
lab,laub,"['l', 'aub']",insertion,True,True,162,3,3,4
jersey,jxersey,"['jx', 'er', 'sey']",insertion,False,False,100,3,6,7
insight,insiyht,"['insi', 'yh', 't']",substitution,False,False,92,3,7,7
insect,insec,"['in', 'sec']",deletion,False,False,160,3,6,5
transmission,transmissiodn,"['trans', 'mis', 's', 'io', 'dn']",insertion,False,False,276,3,12,13
prototype,prototyee,"['pro', 'tot', 'y', 'e', 'e']",substitution,True,True,229,3,9,9
sword,swor,"['sw', 'or']",deletion,True,True,161,3,5,4
potential,poteential,"['po', 't', 'e', 'ent', 'ial']",insertion,True,True,212,3,9,10
snake,snakfe,"['sna', 'kf', 'e']",insertion,False,True,133,3,5,6
adoption,adopttion,"['ad', 'o', 'pt', 't', 'ion']",insertion,False,False,109,3,8,9
lord,lrd,"['lr', 'd']",deletion,True,True,154,3,4,3
fraud,frafd,"['fr', 'afd']",substitution,False,False,100,3,5,5
passport,pajssport,"['p', 'aj', 'ss', 'po', 'rt']",insertion,False,True,172,3,8,9
truth,trutsh,"['tr', 'ut', 'sh']",insertion,True,True,234,3,5,6
radar,rada,"['r', 'ada']",deletion,False,False,148,3,5,4
guy,guj,"['gu', 'j']",substitution,False,False,101,3,3,3
calculation,calculoation,"['calcul', 'o', 'ation']",insertion,False,False,120,3,11,12
reach,rach,"['rac', 'h']",deletion,True,True,112,3,5,4
innovation,innovaqion,"['inn', 'ova', 'q', 'i', 'on']",substitution,False,False,161,3,10,10
width,widh,"['w', 'idh']",deletion,True,True,144,3,5,4
joint,join,"['j', 'oin']",deletion,True,True,91,3,5,4
cotton,cottmn,"['cott', 'm', 'n']",substitution,False,False,147,3,6,6
autumn,autuyn,"['a', 'utu', 'yn']",substitution,False,False,148,3,6,6
adult,adul,"['adu', 'l']",deletion,True,True,602,4,5,4
combination,comibination,"['co', 'm', 'ib', 'ina', 'tion']",insertion,True,True,477,4,11,12
writing,writrng,"['w', 'ri', 'trn', 'g']",substitution,True,True,526,4,7,7
century,cegtury,"['c', 'eg', 't', 'ury']",substitution,False,False,3827,4,7,7
transfer,transftr,"['tr', 'ans', 'ft', 'r']",substitution,True,True,451,4,8,8
husband,husbanq,"['hu', 'sb', 'a', 'nq']",substitution,False,False,920,4,7,7
plant,plsant,"['pls', 'an', 't']",insertion,True,True,1729,4,5,6
concept,concgpt,"['conc', 'g', 'pt']",substitution,True,True,862,4,7,7
identity,idencity,"['ide', 'nc', 'i', 't', 'y']",substitution,True,True,554,4,8,8
passenger,passeuger,"['pass', 'e', 'u', 'ger']",substitution,False,False,735,4,9,9
doctor,dotor,"['do', 'tor']",deletion,True,True,550,4,6,5
artist,aartist,"['a', 'arti', 's', 't']",insertion,True,True,2706,4,6,7
size,sze,"['s', 'ze']",deletion,True,True,1097,4,4,3
draft,draf,"['d', 'raf']",deletion,True,True,424,4,5,4
back,bac,"['ba', 'c']",deletion,True,True,359,4,4,3
challenge,challenhe,"['c', 'h', 'all', 'enh', 'e']",substitution,True,True,518,4,9,9
speaker,speker,"['spe', 'k', 'er']",deletion,True,True,317,4,7,6
sister,sster,"['sst', 'er']",deletion,False,False,980,4,6,5
sound,saound,"['s', 'ao', 'und']",insertion,True,True,673,4,5,6
variation,vaiation,"['vai', 'ation']",deletion,True,True,356,4,9,8
ownership,ownershix,"['own', 'e', 'rs', 'h', 'ix']",substitution,True,True,421,4,9,9
tax,tas,"['t', 'as']",substitution,True,True,724,4,3,3
chair,chaeir,"['chae', 'i', 'r']",insertion,True,True,341,4,5,6
trial,terial,"['ter', 'i', 'al']",insertion,True,True,997,4,5,6
radio,radi,"['r', 'adi']",deletion,True,True,1337,4,5,4
producer,produxer,"['produ', 'x', 'er']",substitution,True,True,1558,4,8,8
winter,winer,"['wine', 'r']",deletion,True,True,503,4,6,5
scheme,scheae,"['sch', 'eae']",substitution,True,True,486,4,6,6
practice,practiuce,"['pra', 'ct', 'i', 'u', 'ce']",insertion,True,True,1473,4,8,9
building,buildng,"['b', 'uild', 'ng']",deletion,True,True,4191,4,8,7
network,networek,"['net', 'wo', 're', 'k']",insertion,True,True,1249,4,7,8
businessman,businestsman,"['bu', 's', 'ines', 't', 'sman']",insertion,False,False,301,4,11,12
team,tzam,"['t', 'zam']",substitution,True,True,8376,4,4,4
love,lode,"['lod', 'e']",substitution,True,True,726,4,4,4
degree,dlgree,"['d', 'lg', 'ree']",substitution,True,True,1685,4,6,6
battle,battue,"['b', 'att', 'ue']",substitution,True,True,929,4,6,6
management,managjment,"['ma', 'nag', 'j', 'me', 'nt']",substitution,True,True,855,4,10,10
control,contrl,"['c', 'ont', 'rl']",deletion,True,True,1451,4,7,6
shape,shae,"['s', 'hae']",deletion,True,True,415,4,5,4
coverage,cqverage,"['cq', 've', 'rage']",substitution,True,True,311,4,8,8
football,fooball,"['f', 'oo', 'ball']",deletion,True,True,4590,4,8,7
merchant,mterchant,"['m', 'ter', 'ch', 'a', 'nt']",insertion,True,True,366,4,8,9
garden,gaden,"['g', 'aden']",deletion,False,False,392,4,6,5
majority,majorkity,"['major', 'k', 'ity']",insertion,False,False,879,4,8,9
family,famil,"['fa', 'mil']",deletion,True,True,6289,4,6,5
drug,dug,"['du', 'g']",deletion,True,True,840,4,4,3
plane,pane,"['pan', 'e']",deletion,True,True,372,4,5,4
ring,rixg,"['rix', 'g']",substitution,True,True,338,4,4,4
item,itm,"['i', 'tm']",deletion,True,True,394,4,4,3
professor,promessor,"['pr', 'om', 'ess', 'o', 'r']",substitution,False,False,1082,4,9,9
council,cyouncil,"['cy', 'oun', 'c', 'i', 'l']",insertion,False,False,920,4,7,8
attention,atention,"['at', 'en', 'tio', 'n']",deletion,True,True,684,4,9,8
concert,conaert,"['c', 'on', 'aer', 't']",substitution,True,True,640,4,7,7
task,tvask,"['tv', 'ask']",insertion,True,True,370,4,4,5
occasion,occdsion,"['o', 'ccd', 's', 'i', 'on']",substitution,True,True,444,4,8,8
number,numbe,"['num', 'be']",deletion,True,True,5338,4,6,5
effect,effert,"['e', 'f', 'fert']",substitution,True,True,1667,4,6,6
step,steop,"['ste', 'op']",insertion,True,True,462,4,4,5
actor,acgtor,"['ac', 'gt', 'or']",insertion,True,True,2000,4,5,6
agency,aency,"['a', 'ency']",deletion,False,True,600,4,6,5
health,healsh,"['heal', 'sh']",substitution,True,True,1322,4,6,6
credit,cedit,"['ced', 'it']",deletion,True,True,519,4,6,5
individual,intividual,"['inti', 'vid', 'ual']",substitution,True,True,1056,4,10,10
episode,episodse,"['ep', 'is', 'od', 'se']",insertion,True,True,2415,4,7,8
entertainment,etertainment,"['eter', 'tainment']",deletion,False,False,297,4,13,12
data,dcta,"['dc', 'ta']",substitution,True,True,1150,4,4,4
flower,flowejr,"['flo', 'w', 'e', 'jr']",insertion,True,True,539,4,6,7
bone,bont,"['bon', 't']",substitution,False,True,374,4,4,4
recording,recordhing,"['rec', 'o', 'rd', 'hing']",insertion,False,False,793,4,9,10
investment,innvestment,"['i', 'nn', 'vest', 'me', 'nt']",insertion,False,True,374,4,10,11
factory,factofy,"['fact', 'ofy']",substitution,True,True,441,4,7,7
personality,personalvty,"['pers', 'ona', 'l', 'vt', 'y']",substitution,False,False,393,4,11,11
card,car,"['c', 'ar']",deletion,True,True,682,4,4,3
flight,fjlight,"['f', 'j', 'lig', 'ht']",insertion,True,True,798,4,6,7
island,islann,"['isl', 'ann']",substitution,False,False,1327,4,6,6
pop,poep,"['po', 'ep']",insertion,True,True,382,4,3,4
photography,photograpehy,"['pho', 'to', 'gr', 'ape', 'hy']",insertion,False,False,306,4,11,12
safety,sabfety,"['sab', 'f', 'ety']",insertion,False,False,505,4,6,7
way,wzy,"['w', 'zy']",substitution,True,True,2371,4,3,3
gallery,galtery,"['g', 'alter', 'y']",substitution,True,True,349,4,7,7
extension,extnsion,"['ex', 't', 'ns', 'io', 'n']",deletion,True,True,442,4,9,8
move,mtve,"['mt', 've']",substitution,True,True,498,4,4,4
one,oxe,"['o', 'xe']",substitution,True,True,888,4,3,3
peak,peatk,"['pea', 'tk']",insertion,True,True,330,4,4,5
asset,asseut,"['a', 'sse', 'ut']",insertion,True,True,350,4,5,6
clan,clafn,"['cla', 'fn']",insertion,False,False,295,4,4,5
wood,wod,"['w', 'od']",deletion,True,True,427,4,4,3
seed,sed,"['se', 'd']",deletion,True,True,381,4,4,3
agent,agenht,"['a', 'gen', 'ht']",insertion,True,True,658,4,5,6
response,respoose,"['r', 'es', 'po', 'os', 'e']",substitution,True,True,929,4,8,8
solo,sols,"['s', 'ols']",substitution,False,False,438,4,4,4
chart,cnart,"['cn', 'art']",substitution,True,True,934,4,5,5
critic,criutic,"['cri', 'uti', 'c']",insertion,False,False,799,4,6,7
speed,spteed,"['sp', 'te', 'ed']",insertion,True,True,1577,4,5,6
towards,towrds,"['to', 'wr', 'ds']",deletion,False,False,503,4,7,6
beginning,begnning,"['beg', 'n', 'ning']",deletion,False,False,700,4,9,8
provision,prowvision,"['pr', 'ow', 'v', 'ision']",insertion,False,False,306,4,9,10
domain,domapn,"['d', 'oma', 'pn']",substitution,True,True,409,4,6,6
poem,pem,"['p', 'em']",deletion,False,False,538,4,4,3
race,rac,"['r', 'ac']",deletion,True,True,2510,4,4,3
war,wacr,"['wa', 'cr']",insertion,True,True,2342,4,3,4
seat,set,"['se', 't']",deletion,True,True,1402,4,4,3
property,propecrty,"['pr', 'op', 'e', 'crt', 'y']",insertion,True,True,1437,4,8,9
inning,inging,"['ingi', 'n', 'g']",substitution,False,True,393,4,6,6
lady,laiy,"['lai', 'y']",substitution,False,False,316,4,4,4
organisation,orgabisation,"['or', 'gab', 'isa', 'tion']",substitution,True,True,523,4,12,12
office,offce,"['off', 'ce']",deletion,True,True,2198,4,6,5
protection,prtection,"['pr', 'te', 'ction']",deletion,False,False,421,4,10,9
decade,decadj,"['dec', 'adj']",substitution,False,False,691,4,6,6
interaction,interactin,"['inter', 'a', 'c', 't', 'in']",deletion,True,True,359,4,11,10
version,versio,"['vers', 'io']",deletion,True,True,2472,4,7,6
photo,phowo,"['ph', 'owo']",substitution,True,True,334,4,5,5
stock,sntock,"['sn', 'toc', 'k']",insertion,True,True,410,4,5,6
sign,soign,"['so', 'ign']",insertion,True,True,565,4,4,5
theory,teory,"['teo', 'ry']",deletion,True,True,941,4,6,5
secretary,secretaury,"['sec', 'r', 'eta', 'ur', 'y']",insertion,False,False,406,4,9,10
architecture,aqchitecture,"['aq', 'ch', 'i', 'tect', 'ure']",substitution,True,True,679,4,12,12
bond,bon,"['b', 'on']",deletion,True,True,377,4,4,3
arrival,arival,"['a', 'ri', 'val']",deletion,True,True,313,4,7,6
aid,aib,"['ai', 'b']",substitution,True,True,352,4,3,3
boat,beat,"['bea', 't']",substitution,True,True,563,4,4,4
nature,napture,"['nap', 't', 'ur', 'e']",insertion,True,True,818,4,6,7
college,cxollege,"['cx', 'olle', 'ge']",insertion,True,True,1594,4,7,8
profile,profle,"['p', 'rof', 'le']",deletion,True,True,430,4,7,6
website,webszite,"['web', 'sz', 'it', 'e']",insertion,True,True,1046,4,7,8
line,ltne,"['lt', 'ne']",substitution,True,True,3737,4,4,4
travel,travbl,"['tr', 'av', 'bl']",substitution,True,True,391,4,6,6
manager,manzger,"['m', 'anz', 'g', 'er']",substitution,True,True,1480,4,7,7
dance,dsance,"['ds', 'a', 'nce']",insertion,True,True,662,4,5,6
energy,enegy,"['en', 'egy']",deletion,True,True,992,4,6,5
roof,rocf,"['roc', 'f']",substitution,True,True,384,4,4,4
people,peple,"['p', 'eple']",deletion,True,True,12856,4,6,5
representation,rcepresentation,"['rc', 'epr', 'ese', 'nt', 'ation']",insertion,True,True,441,4,14,15
farmer,farmnr,"['fa', 'rm', 'nr']",substitution,False,False,357,4,6,6
volume,vlume,"['vl', 'ume']",deletion,True,True,1039,4,6,5
captain,catain,"['cata', 'in']",deletion,False,False,522,4,7,6
growth,growtwh,"['grow', 't', 'wh']",insertion,True,True,651,4,6,7
flag,fag,"['f', 'ag']",deletion,True,True,439,4,4,3
mission,misqion,"['m', 'is', 'qi', 'on']",substitution,True,True,933,4,7,7
nation,naoion,"['na', 'oi', 'on']",substitution,True,True,865,4,6,6
