word,selected_sentence,sentence_length,original_frequency,tokens,token_num,freq_quantile
가해,이 정보는 후에 소련군이 파상 공격을 세 차례 가해 독일 비행기 500대를 파괴하는 데 큰 역할을 하게 되었다.,18,6,"['ê°Ģ', 'íķ´']",2,0
편수,"만력(萬曆) 11년(1583) 회시(會試)에서 다시 1등을 했고, 방안(榜眼)으로 진사(進士) 2등을 했으며, 편수(編修)에 제수되었다.",12,6,"['íİ¸', 'ìĪĺ']",2,0
고생,부잣집 장남으로 태어나 고생 한 번 안해본 성격이라 하는 일마다 말아먹고 부모에게 손벌리는 아들.,14,6,"['ê³ł', 'ìĥĿ']",2,0
말하기,"MATE(, )는 숙명여자대학교가 1997년 개발한 멀티미디어 방식의 영어 말하기 및 쓰기 수행능력을 평가하는 시험이다.",14,6,"['ë§Ĳ', 'íķĺê¸°']",2,0
동주,동주 왕실을 받들어 소자 반이 서주 혜공의 호를 습용(襲用)하여 그 자신을 동주 혜공이라고 칭했다.,14,4,"['ëıĻ', 'ì£¼']",2,0
선주,"고려 시대에는 성종 14년(995년에 ‘선주’(善州)로 고쳤고, 고려 현종 9년(1017년)에 상주(尙州)에 소속되었다가, 고려 인종 21년(1142년)에 일선현령(一善縣令)으로 고쳤으며, 뒤에 다시 지선주사(知善州事)로 승격했다.",20,4,"['ìĦł', 'ì£¼']",2,0
판화,"학력 인천고등학교 졸업 파리제3대학 소르본에서 프랑스어 수료 프랑스 베르사유 시립 미술학교 (Ecoles des Beaux-arts de Versailles) 회화, 판화 학사 졸업",20,4,"['íĮĲ', 'íĻĶ']",2,0
라이더,미국의 래퍼 러프 라이더 소속 아티스트 미국의 남자 영화 배우,10,5,"['ëĿ¼ìĿ´', 'ëįĶ']",2,0
조도,"조도계수 조도 계수(coefficient of roughness) n은 흐르는 물의 관, 벽 표면의 거친 정도를 나타내는 계수이다.",15,4,"['ì¡°', 'ëıĦ']",2,0
자퇴,학력 1975년 서울은천초등학교 졸업 1978년 영등포중학교 졸업 1980년 남강고등학교 자퇴 1989년 연세대학교 법과대학 졸업 2011년 한밭대학교 경제학과 졸업,18,5,"['ìŀĲ', 'íĩ´']",2,0
윤년,윤달이 든 해를 윤년(閏年)이라고 하는데 이 경우에는 1년이 열세 달인 셈이다.,11,4,"['ìľ¤', 'ëħĦ']",2,0
구비,"두엄 또는 구비(廐肥)는 가축의 배설물에서 비롯된 유기물로서, 농업에서 유기 비료로 사용된다.",11,5,"['êµ¬', 'ë¹Ħ']",2,0
기신,인노쇼역()은 일본 오카야마현 쓰야마시에 위치한 서일본 여객철도 기신 선의 철도역이다.,10,4,"['ê¸°', 'ìĭł']",2,0
닛신,닛신(日進)은 러일 전쟁에서 활약한 일본 제국 해군의 가스가급 장갑순양함 2번함이다.,10,4,"['ëĭĽ', 'ìĭł']",2,0
올케,"내레이터 모델을 지망하다가 위험한 남자를 만나 실연을 당하고 자살 직전에 이르나, 올케 수경의 도움으로 새 삶을 살게 된다.",18,6,"['ìĺ¬', 'ì¼Ģ']",2,0
이목,"김종직의 문하에서 김전(金詮), 김일손, 권오복, 남곤, 이목, 정여창 등을 만나 교류하게 된다.",12,6,"['ìĿ´', 'ëª©']",2,0
생몰,그 이유는 헨리 8세의 왕비인 캐서린(생몰 1485~1536)이 바로 황제 카를 5세의 이모였기 때문이다.,13,6,"['ìĥĿ', 'ëª°']",2,0
밀매,IS 석유 밀매 의혹 러시아는 피격된 전투기는 터키의 영공을 침해하지 않았으며 이슬람국가(IS)의 석유 판매를 차단하기 위해 공습을 했다고 밝혔다.,19,6,"['ë°Ģ', 'ë§¤']",2,0
보대,"막부군은 막부육군과 기본(旗本), 친번 다이묘, 보대 다이묘들의 혼성군이었다.",8,4,"['ë³´', 'ëĮĢ']",2,0
교유,"멸망 같은 해 9월, 원술은 교유·장훈과 함께 진국을 점령하고 진왕 유총을 죽여 세력을 넓혔다.",14,6,"['êµĲ', 'ìľł']",2,0
평점,"영화 평점, 예고편 등의 정보를 알 수 있다.",8,6,"['íıī', 'ìłĲ']",2,0
상피,기능 클라우딘 2는 신장 근위세관과 같은 양이온 유출 상피 조직에서 발현된다.,11,6,"['ìĥģ', 'íĶ¼']",2,0
효행,"특히 간세이 원년 (1789년)의 존호사건을 즈음하여 ""고다이 나가히사가 제일의 효행""이라 하여, 고카쿠 천황을 타이른 것은 유명하다.",16,4,"['íļ¨', 'íĸī']",2,0
머지,"캐번 클럽은 1973년 3월에 폐점, 머지 사이드 관할 철도 회사 머지 레일의 지하 노선 건설 현장이 되었다.",17,4,"['ë¨¸', 'ì§Ģ']",2,0
적격,1998년 적격의 자신의 첫해 이후에 블라일레븐은 야구 명예의 전당에서 아직 헌액되지 않은 최고의 적격 투수로서 넓게 숙고되었다.,17,6,"['ìłģ', 'ê²©']",2,0
금성,"삼국사기 등에서 서라벌을 '금성'으로도 표기했다는 점과 신라까지 포함하여 ""설[새: 新, 金]-벌[땅: 羅, 城]"", 즉 '새로운 땅'이라는 뜻으로 새기는 견해가 있다.",20,6,"['ê¸Ī', 'ìĦ±']",2,0
순직,같이 보기 산불 공중 소화 순직 2019년 강원도 산불 후쿠에 대화재,11,6,"['ìĪľ', 'ì§ģ']",2,0
비명,"또는 ""비명""이라는 이름이 붙은 이유는 자신을 건들거나 위협하면 날카로운 소리를 지르는 습성을 갖고 있기 때문이다.",15,5,"['ë¹Ħ', 'ëªħ']",2,0
화용,"등장 인물 박유천 : 이각 / 용태용 역 - 조선시대 왕세자 / 여길남의 손자 최원홍 : 어린 이각 역 한지민 : 박하(박인주) / 부용 역 전민서 : 어린 박하 / 어린 부용 역 정유미 : 홍세나 / 화용 역 - 박하의 이부언니, 여길남의 비서 / 부용의 언니, 세자빈 김소현 : 어린 세나 / 어린 화용 역 이태성 : 용태무 / 무창군 역 - '홈&쇼핑' 전략기획 본부장, 태용의 사촌 형 / 태용의 이복 형 이민호 : 송만보 역 - 세자시강원 정6품 사서 특채 정석원 : 우용술 역 - 세자익위사 정6품 익찬 최우식 : 도치산 역 - 내시부 정6품 상시 특별채용",99,4,"['íĻĶ', 'ìļ©']",2,0
코몬,코몬 계에 사는 가로우 랑은 무법자로 악행을 일삼는 부류나 돈에 충성하며 스파이 활동 등에 종사하는 부류가 있다.,17,6,"['ì½Ķ', 'ëª¬']",2,0
개벽,"그는 개교(開敎)의 동기를 ""물질이 개벽(開闢)되니 정신을 개벽하자""로 요약해서 표현했다.",9,6,"['ê°ľ', 'ë²½']",2,0
편파,"평화방송 노조는 1991년 1월 18일 경영진의 보도 간섭과 편파 방송, 조합원 해고 등에 항의하며 파업에 돌입했다.",16,5,"['íİ¸', 'íĮĮ']",2,0
찰방,"1616년 찰방, 1623년 의금부 도사에 제수되었고 같은 해 하양 현감으로 외직을 나갔다.",12,6,"['ì°°', 'ë°©']",2,0
포스,대통령 전용차량 (미국) 에어 포스 원 국가원수 의전차 미국 대통령의 이동수단,11,4,"['íı¬', 'ìĬ¤']",2,0
포칼,"2008-09 시즌의 마지막 경기에, 바이어 04 레버쿠젠을 DFB-포칼 결승전에서 만나 1-0으로 꺾고 우승하였다.",13,4,"['íı¬', 'ì¹¼']",2,0
미동,전조현상으로서는 화산성 미동(微動)·지형변동·지온분기용천(地溫噴氣湧泉)의 변화·지자기·지전류중력(地電流重力)의 변화 등이 있다.,7,4,"['ë¯¸', 'ëıĻ']",2,0
시카,"많은 가나의 동전은 또한 시카(Sika)라는 형태로도 많이 발행되었으며, 이것은 법정동전이 아닌 일종의 ""메달"" 같은 동전이다.",15,4,"['ìĭľ', 'ì¹´']",2,0
영예,"1986년에 소련 역사 도시(Исторический город СССР), 2012년에는 트란스니스트리아 최초의 '군사 영예 도시(Город воинской славы)'의 칭호를 받았다.",16,5,"['ìĺģ', 'ìĺĪ']",2,0
독촉,"김구, 김규식을 위시한 남북협상파를 정면으로 공격한 김준연과 한민당의 폭탄 성명은 독촉 등 정부수립파의 절대적인 지지를 받았다.",16,6,"['ëıħ', 'ì´ī']",2,0
성물,2016년 7월 30일 런던의 팰리스 극장에서 초연되었고 그 대본이 책으로 엮여 출판되었다. 《해리 포터와 죽음의 성물》,16,4,"['ìĦ±', 'ë¬¼']",2,0
연적,병·항아리·잔·주전자·연적(硯滴)·꽃병 등이 여러 가지 덧붙인 장식과 완전한 조화를 이루어 만들어졌다.,10,6,"['ìĹ°', 'ìłģ']",2,0
들깨,"들깨속(Perilla)은 꿀풀과에 속하는 속으로, 들깨(P. frutescens)와 그 변종인 소엽(P. frutescens var. crispa)이 속한다.",13,4,"['ëĵ¤', 'ê¹¨']",2,0
명상,"《햄버거에 대한 명상》은 1987년 3월 1일, 민음사에서 발행한, 시인 장정일의 첫 번째 시집이다.",13,6,"['ëªħ', 'ìĥģ']",2,0
용매,"높은 염기도로 인해 수소의 산성이 낮은 용매(예를 들어 테트라하이드로퓨란, C4H8O)와도 반응할 수 있으므로, 적합한 용매의 양은 아주 제한되어 있다.",19,6,"['ìļ©', 'ë§¤']",2,0
진자,"이 지진계는 일종의 거꾸로 세워진 진자로, 진자 위에 있는 종이에 연필을 올려 지진 활동 측정값을 기록했다.",16,6,"['ì§Ħ', 'ìŀĲ']",2,0
좌완,특히 2017년 시즌에서 좌완 투수 상대할 시의 OPS는 리그 5위에 해당될 정도의 높은 수준이었다.,14,6,"['ì¢Į', 'ìĻĦ']",2,0
에고,배우 이토 유나(1995년~): 일본의 가수 이나무라 유나(1982년~): 일본의 성우 에고 유나(2000년~): 일본 여성 아이돌 그룹 SKE48의 멤버 유나 (1985년~): 대한민국 신비의 멤버이자 변호사,23,4,"['ìĹĲ', 'ê³ł']",2,0
학동,"신 행정구역 |- | 영등포구 반포동·잠원동·서초동·양재동·우면동·원지동 || 성동구 반포동·잠원동·서초동·양재동·우면동·원지동 |- | colspan=2| (변동없음) 성동구 상왕십리동, 하왕십리동, 홍익동, 도선동, 마장동, 사근동, 행당동, 응봉동, 금호동1가~금호동4가, 옥수동, 성수동1가, 성수동2가, 중곡동, 능동, 구의동, 광장동, 자양동, 화양동, 모진동, 군자동, 명일동, 하일동, 고덕동, 상일동, 길동, 둔촌동, 암사동, 성내동, 풍납동, 천호동, 송파동, 석촌동, 삼전동, 가락동, 이동, 오금동, 방이동, 문정동, 장지동, 거여동, 마천동, 잠실동, 신천동, 일원동, 수서동, 자곡동, 율현동, 세곡동, 역삼동, 포이동, 개포동, 도곡동, 논현동, 신사동, 학동, 압구정동, 청담동, 삼성동, 대치동, 염곡동, 내곡동, 신원동, 황학동, 무학동, 흥인동, 신당동 |} 1975년 8월 1일 - 신당동, 상왕십리동의 일부가 중구에 편입되었다.",90,4,"['íķĻ', 'ëıĻ']",2,0
배선,팩에 병렬로 셀 그룹이 포함되어 있는 경우 회로의 전기적 균형을 고려한 배선 구성이 다릅니다.,14,4,"['ë°°', 'ìĦł']",2,0
만연,외부 링크 투데이코리아 문학계 '대필' 만연… 진짜 문학은 어디에?,9,4,"['ë§Į', 'ìĹ°']",2,0
동관,"출연작 개구리 중사 케로로 - 조루루 검용전설 야이바 - 겟코 디지몬 시리즈 - 닌자몬 원피스 - 쟝고, 프랑키 포켓몬스터 - 동관 원피스 극장판 원피스 필름 골드 - 프랑키 원피스 스탬피드 - 프랑키 원피스 필름 레드 - 프랑키 뿌요뿌요 테트리스 - 엑스 애천사전설 웨딩피치 - 프류이",45,4,"['ëıĻ', 'ê´Ģ']",2,0
제막,"학교 연혁 1934년 5월 1일 동명공립보통학교로 개교(설립인가 3월 30일) 1938년 4월 1일 동명공립심상소학교로 개칭 1941년 4월 1일 동명공립국민학교로 개칭 1960년 4월 5일 교가 제정 1973년 11월 14일 백선엽 전승비 제막 1981년 3월 1일 병설유치원 설립인가 1996년 3월 1일 동명초등학교로 개칭 2013년 2월 6일 강당 신축 2015년 2월 6일 잔디운동장 조성 2017년 9월 1일 제32대 서상교 교장 취임 2020년 2월 11일 제83회 졸업(총 6,831명) 2020년 3월 2일 2020학년도 입학(남 3명, 여 4명 총 7명)",73,4,"['ìłľ', 'ë§ī']",2,0
캬리,"〈Crazy Party Night (펌킨의 역습)〉()는 2015년 9월 2일에 발매예정인, 캬리 파뮤파뮤의 11번째 싱글이다.",13,5,"['ìº¬', 'ë¦¬']",2,0
파촉,우선 진(秦)이 파(巴)와 고촉(古蜀)을 멸한 뒤에 파촉 지역에는 중국어파에 속하지만 자기만의 특색을 갖춘 파촉어(巴蜀語)가 형성되었다.,15,6,"['íĮĮ', 'ì´ī']",2,0
거래처,주요 거래처 세가 닌텐도 스퀘어 에닉스 에이벡스 도에이 애니메이션 대원미디어 대원씨아이 슈에이샤 츠부라야 프로덕션 소학관 후지테레비 카도카와 쇼텐 란티스 콜롬비아 뮤직 엔터테인먼트 빅터 엔터테인먼트 소니 뮤직 엔터테인먼트 소니 컴퓨터 엔터테인먼트 제네온 유니버설 엔터테인먼트 재팬 킹레코드,35,6,"['ê±°ëŀĺ', 'ì²ĺ']",2,0
뒷산,"묘소는 장군이 살던 뒷산 남향 기슭에 있으며, 장군은 진주 충열사에 위패를 모셨다.",12,4,"['ëĴ·', 'ìĤ°']",2,0
우통,"우통 역은 대합실, 상층, 하층의 총 3층으로 나뉜다.",8,4,"['ìļ°', 'íĨµ']",2,0
토란,"말린 멸치 새끼 볶음, 거두절미하여 말린 청어를 다시마에 싼 다시마말이, 강낭콩과 고구마를 삶아 으깬 뒤 밤을 넣은 것, 그리고 우엉과 연뿌리, 토란, 인삼, 쇠귀나물 등이 대표적인 설음식으로 꼽힌다.",28,4,"['íĨł', 'ëŀĢ']",2,0
균일,변수 중 하나에 대한 균일 분포는 다른 변수에 대한 균일하지 않은 분포를 의미한다.,13,4,"['ê·ł', 'ìĿ¼']",2,0
욕실,"그러나 창건 당시 사무실, 회의실, 숙직실, 사환실, 욕실, 현관, 복도, 창고, 변소 등으로 구성된 총 면적 42.25평 규모의 건물이었다.",19,4,"['ìļķ', 'ìĭ¤']",2,0
고봉,"법인국사(法印國師, 900년 ~ 975년) 탄문(坦文)의 어머니도 백씨(白氏, 875년 경 출생)로 고봉(高峯, 경기도 고양) 사람 고씨(高氏)에게 출가하였는데, 관향은 확인되지 않는다.",19,4,"['ê³ł', 'ë´ī']",2,0
크랩,"본작을 기반으로한 게임인 스폰지밥과 친구들에서는 비키니시티 스테이지의 마지막 단계인 붕괴된 크러스티 크랩()이 나오는데, 그곳에서 비키니 붐 스테이지의 보스가 있다.",19,4,"['íģ¬', 'ëŀ©']",2,0
용제,"기술적으로 가장 중요한 화합물은 비용해성 물질인 탄산 리튬으로, 다른 리튬 화합물의 원료나 유리 공업, 또는 에나멜을 제조할 때의 용제(溶劑)로 사용된다.",20,4,"['ìļ©', 'ìłľ']",2,0
종식,"소련의 참전은 일본 정부가 무조건 항복하기로 결정한 중요한 요인이었는데, 이는 소련이 조건부 적대행위 종식 협상에서 제3자 역할을 할 의사가 없음이 명백했기 때문이다.",22,5,"['ì¢ħ', 'ìĭĿ']",2,0
잠옷,잠옷 인도의 의상,3,4,"['ìŀł', 'ìĺ·']",2,0
제식,"또한, 이후에 개발되는 제식 양산기 ""M1 아스트레이""의 원형기라는 의미에서 ""프로토타입 아스트레이"", ""P(프로토) 시리즈"", ""P0 시리즈"", ""프로토 아스트레이""로 통칭된다.",18,6,"['ìłľ', 'ìĭĿ']",2,0
체격,"타임로드 종족은 13개의 목숨이 있어 자신이 죽을 때가 되면 지식과 기억을 제외한 얼굴, 체격, 말투 등 생체적 특성을 모두 바꿔 완전히 새로운 타임로드가 된다.",24,5,"['ì²´', 'ê²©']",2,0
문부,"군마현 다카사키시 출신으로 게이오기주쿠 대학을 졸업했으며, 모리 요시로 총리 아래에서 문부 대신을 지낸 사람으로 세 차례의 내각 총리대신을 지낸 나카소네 야스히로 전 총리의 장남이다.",24,4,"['ë¬¸', 'ë¶Ģ']",2,0
역경,교목 - 소나무 : 비바람 눈보라의 역경 속에서 푸른 모습을 간직하고 있어 더 꿋꿋한 절개와 의지를 나타내는 나무이다.,18,5,"['ìĹŃ', 'ê²½']",2,0
친목,하지만 메이로쿠샤 멤버들의 중론은 정간이 우세하여 메이로쿠샤는 정간을 결정했고 모임 이름도 메이로쿠회로 바꾸어 친목 위주로 운영하기 시작했다.,17,6,"['ì¹ľ', 'ëª©']",2,0
데이지,2018년 4월 1일 MBC 《미스터리 음악쇼 복면가왕》 - 개츠비의 첫사랑 위대한 데이지 (참가자) 2020년 《주문 바다요》,16,4,"['ëį°ìĿ´', 'ì§Ģ']",2,0
경단,에도 시대로부터 하나미에는 하나미 경단()가 빠질 수 없는 것이라고 생각되어 왔다.,11,6,"['ê²½', 'ëĭ¨']",2,0
벼슬,유후: 중국 오대 십국 시대 후진의 역사가 유후(留後): 조선 초기의 벼슬 유후 (열차): 일본의 특급열차 유후 (U Who?): 음반,19,6,"['ë²¼', 'ìĬ¬']",2,0
산적,"충청도 충청도 제사상에 올리는 음식은 메, 면, 탕, 산적, 어적, 향누름적, 포, 제주, 식혜, 과일, 나물 등을 쓴다.",18,4,"['ìĤ°', 'ìłģ']",2,0
백치,"지적장애의 등급 과거에는 지능에 따라 백치(白癡, ), 치우(癡愚, ), 노둔 또는 우둔(魯鈍, 愚鈍, )이라는 등급으로 분류하였다.",16,4,"['ë°±', 'ì¹ĺ']",2,0
스모,15세 시절에 후쿠시마 정 출신의 제41대 요코즈나인 지요노야마 마사노부(千代の山 雅信)가 그에게 비행기로 도쿄도를 여행하자고 제안한 뒤부터 스모 선수 생활을 시작했다.,20,6,"['ìĬ¤', 'ëª¨']",2,0
맏이,임병구 역 1998년 MBC 아침드라마 《맏이》 1999년 SBS 드라마스페셜 《퀸》 1999년 SBS 일일드라마 《당신은 누구시길래》 ...,16,5,"['ë§ı', 'ìĿ´']",2,0
쿈,이런 저런 일들을 많이 겪은 주인공인 평범한 남학생 쿈 역시 평범한 날들을 보내고 있었다.,14,4,"['ì¿', 'Ī']",2,0
시마,"은시마() 또는 시마()는 말라위와 모잠비크, 잠비아 등 아프리카 동남부 지역에서 주식으로 먹는 옥수수가루 스왈로이다.",14,4,"['ìĭľ', 'ë§Ī']",2,0
사복,1985년 이후 사복 구입의 부담 등을 이유로 교복이 다시 부활하면서 학교별로 다소 완화된 규정이 유지되고 있다.,16,5,"['ìĤ¬', 'ë³µ']",2,0
신상,"현재 코리칸차 근처에는 유적에서 발견된 미라, 황금 신상, 문서들을 전시하는 박물관이 들어서 있다.",13,6,"['ìĭł', 'ìĥģ']",2,0
북측,당시 경운궁의 북측 지역은 각국의 공사관과 인접하여 고종의 경운궁 환궁은 일본의 간섭을 견제할 목적이었다.,14,5,"['ë¶ģ', 'ì¸¡']",2,0
인치,일반적으로 선수들은 95에서 102 mm (–4 인치)의 높이의 킹을 선호한다.,10,4,"['ìĿ¸', 'ì¹ĺ']",2,0
투탄,"투탄(投彈), 자살(刺殺), 사살(射殺)과 같은 공격이 효과가 있을것이라고 믿는다.""",8,4,"['íĪ¬', 'íĥĦ']",2,0
탈핵,최열 외. 《10대와 통하는 탈핵 이야기》,6,5,"['íĥĪ', 'íķµ']",2,0
동공,"홍채와 동공 사이의 색조 대비를 통한 암수 구분은 그 정확도가 97%이며, 목덜미 깃털 길이까지 고려하면 98%까지 정확도를 높일 수 있다.",20,6,"['ëıĻ', 'ê³µ']",2,0
관모,"위타천 투구 및 권속들의 구슬장식과 천룡부(天龍部) 상들의 무기와 관모, 지물, 천동(天童)과 천녀(天女)의 지물 등에 부분적으로 고분법(高粉法)이 사용되었다.",17,4,"['ê´Ģ', 'ëª¨']",2,0
지밀,"하지만 궁녀들은 맡은 일, 연차, 품계에 따라 받는 월급이 달랐으므로 지밀 중 가장 적은 액수를 받은 이는 50원을 받았고, 나머지는 40원부터 95원 사이였다.",23,5,"['ì§Ģ', 'ë°Ģ']",2,0
출어,"초기의 소조배에도 출어, 재위 중에는 정월 제례 등의 대면 의례에도 출어하는 경우가 많았따.",13,4,"['ì¶ľ', 'ìĸ´']",2,0
속국,"크로아티아 공국은 비잔틴 제국과 프랑크 왕국의 속국이었고, 879년 교황 요한 3세가 브라니미르를 독립적인 지도자로 인정하면서 속국 지위에서 벗어났다.",18,4,"['ìĨį', 'êµŃ']",2,0
대세,4월 29일 - PRODUCE 48으로 데뷔한 한일 대세 걸그룹 IZ*ONE이 해체하였다.,11,4,"['ëĮĢ', 'ìĦ¸']",2,0
도학,"이 역설되어 증 의정부우의정에 추증되었으며, 도학(道學)을 강론하던 곳에는 사우가 세워져 제사를 지냈다.",12,6,"['ëıĦ', 'íķĻ']",2,0
조예,당시 위의 황제 조예(曹叡; 명제(明帝))는 역전의 노장인 장합의 타계를 깊이 슬퍼하여 장후(壯侯)란 시호(諡號)를 주었다.,14,6,"['ì¡°', 'ìĺĪ']",2,0
대란,"이센스와 개코 사이의 디스전 8월 23일, 소위 ""컨트롤 대란"" E-Sens는 You Can't Control Me라는 곡을 발표하며 개코를 강도 높게 디스하였다.",20,6,"['ëĮĢ', 'ëŀĢ']",2,0
망치,자체 절단 망치 머리형 리보자임(Self-Cleaving Hammerhead Ribozyme)은 절단 부위가 놓여있는 중앙의 비쌍합 영역에서 만나는 3개의 스템-루프 구조를 포함한다.,18,4,"['ë§Ŀ', 'ì¹ĺ']",2,0
의업,"구업(口業, )은 문자 그대로의 뜻은 '입으로 짓는 업'으로, 신업(身業)구업(口業)의업(意業)의 3업(三業) 가운데 하나이며, 어업(語業)이라고도 한다.",14,5,"['ìĿĺ', 'ìĹħ']",2,0
모회사,기존의 람보르기니는 대부분 모회사 아우디의 디자인 랭귀지(한국어 표현:패밀리 룩)에서 많이 벗어나지 못했으나 레벤톤은 완전히 새롭게 디자인됐다.,16,4,"['ëª¨', 'íļĮìĤ¬']",2,0
윗쪽,윗쪽 화면은 영상 등을 표시하는 액정 패널이며 아래쪽 화면은 다점 터치가 가능한 터치스크린으로 되어 있다.,15,4,"['ìľĹ', 'ìª½']",2,0
촨난,"이로 인해 촨난 지역의 토착 주민 인구수는 여전히 이민에 비하여 우세였을 수 있으며, 특히 어메이·러산·첸웨이 일대가 가장 그러하였다.",18,4,"['ì´¨', 'ëĤľ']",2,0
폐로,폐로 영국의 핵시설 폐로 공사에서는 마그녹스 원자로를 폐로하는 데 12억 6천만 파운드가 소요될 것으로 예측하였다.,15,6,"['íıĲ', 'ë¡ľ']",2,0
봄철,이는 기존 새벽 2시부터 3시까지 방송되던 프로그램이 5시 시간대로 2017년 봄철 개편을 맞아 시간대 이동을 하였다.,16,4,"['ë´Ħ', 'ì²ł']",2,0
털이,"피해 지역에서 발생하고 있는 범죄 절도 피해 지역에서는 (주민이 대피한 데에 따른) 빈집의 '빈집털이' 및 휴업 중인 상점과 금융기관에 침입하는 '매장 털이', '자판기 털이' 등이 발생했다.",26,5,"['íĦ¸', 'ìĿ´']",2,0
기피,"또한 성직자 중에는 헌법과 하느님에 함께 충성을 맹세하는 모순점이 있었고, 헌법에 선서를 거부하는 성직자(기피 성직자)도 많이 나왔다.",17,5,"['ê¸°', 'íĶ¼']",2,0
위인,미드사이즈급인 콜로라도보다 한 체급 위인 풀 사이즈급 픽업 트럭이다.,9,4,"['ìľĦ', 'ìĿ¸']",2,0
팔자,그래서 따로 어깨를 움직이지 못하게 하기 위해 고정 역할을 해주는 '팔자 붕대'를 이용하는 것이다.,14,4,"['íĮĶ', 'ìŀĲ']",2,0
좌기,내몽골 자치구 : 150000 후허하오터시 : 150100 시할구 : 150101 신청구 : 150102 후이민구 : 150103 위취안구 : 150104 싸이한구 : 150105 투모터 좌기 : 150121 퉈커퉈현 : 150122 허린거얼현 : 150123 칭수이허현 : 150124 우촨현 : 150125 바오터우시 : 150200 시할구 : 150201 둥허구 : 150202 쿤두룬구 : 150203 칭산구 : 150204 스과이구 : 150205 바이윈얼보 광구 : 150206 주위안구 : 150207 투모터 우기 : 150221 구양현 : 150222 다얼한마오밍안 연합기 : 150223 우하이시 : 150300 시할구 : 150301 하이보완구 : 150302 하이난구 : 150303 우다구 : 150304 츠펑시 : 150400 시할구 : 150401 훙산구 : 150402 위안바오산구 : 150403 쑹산구 : 150404 아루커얼친 기 : 150421 바린 좌기 : 150422 바린 우기 : 150423 린시현 : 150424 커스커텅 기 : 150425 웡뉴터 기 : 150426 카라친 기 : 150428 닝청현 : 150429 아오한 기 : 150430 퉁랴오시 : 150500 시할구 : 150501 커얼친구 : 150502 커얼친 좌익중기 : 150521 커얼친 좌익후기 : 150522 카이루현 : 150523 쿠룬 기 : 150524 나이만 기 : 150525 짜루터 기 : 150526 훠린궈러시 : 150581 어얼둬쓰시 : 150600 시할구 : 150601 둥성구 : 150602 캉바스구 : 150603 다라터 기 : 150621 준거얼 기 : 150622 어퉈커 전기 : 150623 어퉈커 기 : 150624 항진 기 : 150625 우선 기 : 150626 이진훠뤄 기 : 150627 후룬베이얼시 : 150700 시할구 : 150701 하이라얼구 : 150702 자라이눠얼구 : 150703 아룽 기 : 150721 모린다와 다우르족 자치기 : 150722 오로촌 자치기 : 150723 에벤크족 자치기 : 150724 천바얼후 기 : 150725 신바얼후 좌기 : 150726 신바얼후 우기 : 150727 만저우리시 : 150781 야커스시 : 150782 자란툰시 : 150783 어얼구나시 : 150784 건허시 : 150785 바옌나오얼시 : 150800 시할구 : 150801 린허구 : 150802 우위안현 : 150821 덩커우현 : 150822 우라터 전기 : 150823 우라터 중기 : 150824 우라터 후기 : 150825 항진 후기 : 150826 우란차부시 : 150900 시할구 : 150901 지닝구 : 150902 줘쯔현 : 150921 화더현 : 150922 상두현 : 150923 싱허현 : 150924 량청현 : 150925 차하얼 우익전기 : 150926 차하얼 우익중기 : 150927 차하얼 우익후기 : 150928 쓰쯔왕 기 : 150929 펑전시 : 150981 싱안맹 : 152200 우란하오터시 : 152201 아얼산시 : 152202 커얼친 우익전기 : 152221 커얼친 우익중기 : 152222 짜라이터 기 : 152223 투취안현 : 152224 시린궈러맹 : 152500 얼롄하오터시 : 152501 시린하오터시 : 152502 아바가 기 : 152522 쑤니터 좌기 : 152523 쑤니터 우기 : 152524 둥우주무친 기 : 152525 시우주무친 기 : 152526 타이푸쓰 기 : 152527 샹황 기 : 152528 정샹바이 기 : 152529 정란 기 : 152530 둬룬현 : 152531 아라산맹 : 152900 아라산 좌기 : 152921 아라산 우기 : 152922 어지나 기 : 152923,430,5,"['ì¢Į', 'ê¸°']",2,0
칠성,그 외 인물 노영국 : 칠성 (만식) 역 이한위 : 삼돌 역 장정희 : 주모 역,16,4,"['ì¹ł', 'ìĦ±']",2,0
허난,1368년 허난 성을 방어하던 코케 테무르의 군대가 명나라군에게 크게 패배했다.,10,5,"['íĹĪ', 'ëĤľ']",2,0
게지,요구 사항 6월 4일 게지 점령 운동과 관련된 운동 연합인 탁심 연합(Taksim Dayanışması)은 5가지 요구 사항을 내걸었다.,17,4,"['ê²Į', 'ì§Ģ']",2,0
주창,주창 : 관우의 전속부관.,4,4,"['ì£¼', 'ì°½']",2,0
절경,관객상 절경 - 남근학 수상,5,5,"['ìłĪ', 'ê²½']",2,0
헤지,"제휴 방송국 : TVB : 후지 TV, 일본방송협회(NHK) : 문화방송(MBC) : TV3 : 전러시아 국립 텔레비전 및 라디오 회사(VGTRK) : 영국방송공사(BBC) : NBC, 텔레문도, 유니비전, 유니마스 : CTV 텔레비전 네트워크 : 텔레비사 : 헤지 글로부 : 베네비전 : RCN 텔레비전 : TCS",42,6,"['íĹ¤', 'ì§Ģ']",2,0
기말,KUKI와 MAX-A의 상표로 발매된 이 작품에서 그녀는 절정에 대한 기말 리포트를 작성하는 학생의 역할을 맡았다.,15,6,"['ê¸°', 'ë§Ĳ']",2,0
