word,selected_sentence,sentence_length,original_frequency,tokens,token_num,freq_quantile
Wels,"Im See sind diverse Fischarten zuhause (Aal, Rotauge, Rotfeder, Brassen, Schleie, Spiegelkarpfen, Schuppenkarpfen, Wildkarpfen, Graskarpfen, Hecht, Zander, Flussbarsch, Wels).",19,6,"['▁W', 'els']",2,1
Pressung,Bonustitel der japanischen Pressung Tale of the Unexpected Grand Magus,10,6,"['▁Press', 'ung']",2,1
Hinterseite,Eine erhöhte Pulsation der Zehenarterien kann an der Hinterseite des Fesselkopfs ertastet werden.,13,6,"['▁Hinter', 'seite']",2,1
Oldtimer,"Draußen wird er bereits von seinen Komplizen erwartet und kann mittels Moped, Flugzeug und Oldtimer fliehen.",16,7,"['▁Old', 'timer']",2,1
Attika,Auch ein weiterer sagenhafter König von Attika Kekrops II. trug diesen Namen.,12,7,"['▁Att', 'ika']",2,1
Sachlichkeit,Es wurde 1930 nach Plänen des Architekten Fritz Becker im Stil der Neuen Sachlichkeit erbaut.,15,6,"['▁Sach', 'lichkeit']",2,1
Heimatlied,"Das Kevelaerer Heimatlied „Wor hör ek t’hüß?“, geschrieben von Theodor Bergmann (* 29.",13,6,"['▁Heimat', 'lied']",2,1
Hornwerk,"Insgesamt ist die Anlage gut erhalten, nur am Hornwerk und in der rechten Werksseite sind etliche Schäden durch Vernachlässigung entstanden.",20,6,"['▁Horn', 'werk']",2,1
Flyer,"Der Flyer enthält meist eine Kurzfassung des Bewerbungsanschreibens, außerdem werden die letzten Tätigkeiten des Bewerbers in ihm genannt.",18,7,"['▁Fly', 'er']",2,1
Kulturmanagement,2007 erwarb er seinen Master in Kulturmanagement an der Estnischen Akademie der Musik.,13,7,"['▁Kultur', 'management']",2,1
Bürgerpark,"Baujahr: 1949 Ort: Bürgerpark, Verbindung zwischen Westlichem Ringgebiet und Viewegsgarten-Bebelhof.",10,6,"['▁Bürger', 'park']",2,1
Weiterfahrt,"Die Frauen verweigerten die Weiterfahrt, und die Gruppe kehrte ins Yadkin-Valley zurück.",12,6,"['▁Weiter', 'fahrt']",2,1
Knauf,Das Heft ist asymmetrisch und am Knauf abgebogen und oft verbreitert.,11,6,"['▁Kn', 'auf']",2,1
Offline,"Offline-Verfahren Für Anwendungen wie die Grundnährstoffdüngung, Aussaat, sowie Bodenbearbeitung wird auf Offlineverfahren gesetzt.",13,6,"['▁Off', 'line']",2,1
Sportgeschichte,Er war Mitorganisator des Europäischen Kongresses für Sportgeschichte in Göttingen und ist Fellow des European Committee for Sports History.,19,6,"['▁Sport', 'geschichte']",2,1
Schlank,Bedrohung Die Vernichtung ihres Lebensraumes durch Umwandlung in Acker- und Weideland stellt die Hauptbedrohung der Schlank- und Stummelaffen dar.,19,6,"['▁Schl', 'ank']",2,1
Servamp,Doubt Doubt ist der Servamp des Neides und durch einen Pakt an Mikuni Alicein gebunden.,15,7,"['▁Serv', 'amp']",2,1
Centers,Ende der 1980er Jahre wurde mit dem Bau des Saarpark-Centers auf der Industriebrache des Eisenwerks die Neunkircher Innenstadt stark verändert.,20,6,"['▁Cent', 'ers']",2,1
Discounter,2013 folgte ein umfassender Teilabriss und Neugestaltung in Form eines einzelnen Supermarktgebäudes für den Discounter Kaufland.,16,7,"['▁Disc', 'ounter']",2,1
Sophist,"G Gorgias von Leontinoi (um 480 – 380 v. Chr.), Sophist",11,7,"['▁Soph', 'ist']",2,1
Medienarbeit,Siegharts spezielle Aufmerksamkeit galt der Medienarbeit im Sinne der Regierung.,10,6,"['▁Medien', 'arbeit']",2,1
Regulation,Für die Regulation durch Glucocorticoide siehe das ausführliche Beispiel dort.,10,7,"['▁Reg', 'ulation']",2,1
Hotelgruppe,"Die NH Hotel Group, S. A. (ehemals NH Hoteles, S. A.) ist die drittgrößte Business-Hotelgruppe in Europa.",17,6,"['▁Hotel', 'gruppe']",2,1
Schönen,"Es war einmal (1946), wo sie eine der boshaften älteren Schwestern von Josette Days Hauptfigur der Schönen verkörperte.",18,7,"['▁Schön', 'en']",2,1
Wirtschaftsweise,"Damit soll die „tägliche Wirtschaftsweise“ des Landwirts, also die wiederkehrende und auf Fortsetzung angelegte Bodenbearbeitung, von naturschutzrechtlichen Anordnungen freigestellt werden.",20,6,"['▁Wirtschaft', 'sweise']",2,1
Exzess,Das Exzess-Funktional hängt von dem jeweiligen internen Wechselwirkungspotential ab und ist im Allgemeinen unbekannt.,14,7,"['▁Ex', 'zess']",2,1
Heimatblock,"Herausgegeben von Franz Mader Heimatblock Oberösterreich, Jung-Österreich-Verlag, Wien 1930, 19 Seiten.",11,6,"['▁Heimat', 'block']",2,1
Werben,"Er und sein Gefolge fordern die Nymphe nachdrücklich auf, seinem Werben nachzugeben und seine Liebe auszukosten.",16,6,"['▁Wer', 'ben']",2,1
Hofseite,Ein wenig später wurde an der Hofseite eine Arkade im Lütticher Renaissance-Stil gebaut.,13,6,"['▁Hof', 'seite']",2,1
KG,Gruppe des Geschwaders entstanden am 26. August 1939 als Kampfgeschwader zur besonderen Verwendung 1 (KG z.b.V. 1) in Stendal ().,20,6,"['▁K', 'G']",2,1
Porno,This Ain’t Nurse Jackie XXX ist eine amerikanische Porno-Parodie auf die TV-Serie Nurse Jackie.,14,7,"['▁Por', 'no']",2,1
Schulweg,In einem ersten Projektschritt erkunden die Kinder zu zweit oder zu dritt unter Begleitung eines Mentors ihren persönlichen Schulweg.,19,6,"['▁Schul', 'weg']",2,1
Koog,"Helmuth Römer: Die Rechtsgeschichte der Koog- und Deichverbände sowie der oktroyierten Köge in Schleswig, insbesondere in Nordfriesland.",17,6,"['▁Ko', 'og']",2,1
Kooperator,"Am 1. Januar 1927 wurde der Kooperator von Galgweis, Otto Kreiller, der erste Expositus von Forsthart.",16,7,"['▁Ko', 'operator']",2,1
Parität,Beobachtbar sind neben dem Gesamtdrehimpuls nur: die Parität und die Ladungskonjugation .,12,6,"['▁Par', 'ität']",2,1
Stadtburg,"1296 erfolgte der Bau der St.-Agnes-Kapelle, was auf einen Ausbau der Stadtburg hindeutet.",13,7,"['▁Stadt', 'burg']",2,1
Ausg,Von der auf 4 Bände angelegten History of the Saxons in England erschienen 1848 nur 2 Bände (neue Ausg.,19,7,"['▁Aus', 'g']",2,1
Staatsmacht,"Zunehmend gelang es der Redaktion, sich von der Kontrolle der Staatsmacht zu lösen und freier zu berichten.",17,6,"['▁Staats', 'macht']",2,1
Milde,1318 gab Herzog Otto der Milde die Burg als Lehen an die Herren von Sunstedt.,15,6,"['▁Mil', 'de']",2,1
Normung,"Institute (kurz SAAMI) ist eine amerikanische Organisation von Waffenherstellern, deren Hauptaufgaben in Sicherheit und Normung für waffentechnische Belange liegen.",19,6,"['▁Norm', 'ung']",2,1
Rücktransport,Peter ist über die Entführung von Bacon jedoch entsetzt und verlangt seinen Rücktransport zur Erde.,15,6,"['▁Rück', 'transport']",2,1
Arcade,"Kung-Fu Master (jap. スパルタンX, Spartan X) ist ein Arcade-Spiel, das 1984 von der japanischen Irem Corporation entwickelt wurde.",18,7,"['▁Ar', 'cade']",2,1
Plugin,Binomial- und Normalverteilung – Online-Lehrgang mit dynamischen Arbeitsblättern (Java-Plugin benötigt),10,7,"['▁Pl', 'ugin']",2,1
Abflug,"Beim Abflug müssen Flugzeuge zuerst eine enge Schleife im Talkessel fliegen, ehe sie diesen verlassen können.",16,7,"['▁Ab', 'flug']",2,1
Promo,In Mexico erschien eine Promo-Single zu The Mouth Organ Boy (El chico de la armónica) im Jahr 1972 (Katalog: 76-3666).,20,7,"['▁Prom', 'o']",2,1
Ire,Schon mit dem ersten Ball verlor der Ire William Porterfield sein Wicket.,12,6,"['▁I', 're']",2,1
instrumental,LOVING YOU Elvis Presley (1957) Beegie Adair Trio (instrumental) Are You Lonesome Tonight?,13,7,"['▁instrument', 'al']",2,1
Burgplatz,Im Zentrum der Anlage befand sich ein ovaler Burgplatz von 38 × 50 m Durchmesser mit gerader Nordseite.,18,7,"['▁Burg', 'platz']",2,1
Dechant,"Die Benediktion der Kirche nahm am 23. September 1951 Peter Hoberg (1902–1984), Dechant des Dekanats Magdeburg, vor.",17,7,"['▁De', 'chant']",2,1
Extrem,"Mai 1979 in Chamonix; † 8. September 2002 am Mount Everest, Tibet) war ein französischer Bergsteiger und Extrem-Snowboarder.",18,7,"['▁Ext', 'rem']",2,1
Stadel,"Herkunft und Bedeutung Stadlmann ist ein Wohnstättenname für Personen, die an einem Stadel wohnen.",14,6,"['▁Stad', 'el']",2,1
Bulgare,Biathlet (Bulgarien) Olympiateilnehmer (Bulgarien) Teilnehmer der Olympischen Winterspiele 2022 Bulgare Geboren 2001 Mann,13,6,"['▁Bulg', 'are']",2,1
Soft,"Pérez wechselte unterdessen auf Soft, Hülkenberg und Alonso auf Supersoft.",10,7,"['▁So', 'ft']",2,1
Fabel,"Der Tagesspiegel bescheinigt dem Film, ihm sei keine eigene Fabel eingefallen.",11,7,"['▁F', 'abel']",2,1
Amboss,Die beim Temperatursturz entstandenen Abweichungen werden anschließend von Hand mit Hammer und Amboss korrigiert.,14,7,"['▁Amb', 'oss']",2,1
Goldstatus,"Der französische Rapper Ninho nahm das Lied Money mit ihr auf, das im Juli 2019 Goldstatus erreichte.",17,6,"['▁Gold', 'status']",2,1
Hardcover,Bald erschien es als Hardcover im Format B5 und vierfarbig.,10,7,"['▁Hard', 'cover']",2,1
Signet,Nach einem weiteren Wettbewerb 1977 wurde das Signet geringfügig angepasst.,10,7,"['▁Sign', 'et']",2,1
Platane,"Natur Zwei Eichen, eine Linde und eine Platane sind als Naturdenkmale verzeichnet.",12,6,"['▁Plat', 'ane']",2,1
Lama,"Werke Lama Ole Nydahl: Die Buddhas vom Dach der Welt, Eugen Diederichs Verlag, München 1986, ISBN 3-424-00664-5;",17,6,"['▁L', 'ama']",2,1
Landstand,"Lörrach-Stetten Das Dorf Stetten gehörte dem Damenstift Säckingen, das als vorderösterreichischer Landstand bei der katholischen Konfession blieb.",17,6,"['▁Land', 'stand']",2,1
Rabbi,So entstand damals die Gemeinde in Gagra unter ihrem ersten Rabbi Jossef at-Tiflīsī.,13,7,"['▁Rab', 'bi']",2,1
Staatenhaus,"Drei Gesetzgebungsorgane, Volkshaus, Staatenhaus und Bundesrat seien zu schwerfällig.",9,6,"['▁Staaten', 'haus']",2,1
Woll,Die Woll-Rindeneule (Acronicta leporina) ist ein Schmetterling (Nachtfalter) aus der Familie der Eulenfalter (Noctuidae).,14,6,"['▁W', 'oll']",2,1
Paragraph,"Einzelne Informationsrechte {| class=""wikitable"" |- class=""hintergrundfarbe5"" !Information !!Paragraph !!",9,7,"['▁Par', 'agraph']",2,1
Agave,"Akzentpflanzen wie Agave americana, Kerzen-Palmlilie oder Baumheide wurden an Stelle der herkömmlichen Statuen oder Gartenlauben verwendet.",16,7,"['▁Ag', 'ave']",2,1
Embargo,Sonderformen sind das partielle - d. h. einige Güter betreffende - oder völlige Verbot des Handels mit bestimmten Ländern (Embargo).,20,7,"['▁Emb', 'argo']",2,1
doen,"Wenn laat jedoch „erlauben“ bedeutet, kann nur das Objektpronomen stehen: Laat hom dit doen.",14,6,"['▁do', 'en']",2,1
Frauenmeisterschaft,Die österreichische Fußball-Frauenmeisterschaft 1976/77 war die fünfte Meisterschaft im österreichischen Frauenfußball nach der 35-jährigen Pause zwischen 1938 und 1972.,19,6,"['▁Frauen', 'meisterschaft']",2,1
Dieb,Geraldo lauerte dem Dieb auf (in manchen Versionen schickte es jemanden namens Bita Loin Wache zu halten).,17,7,"['▁Die', 'b']",2,1
Weiterbau,Nach Beräumung der Kirchenruine und des Friedhofs übernahm die Baubrigade des Volkseinen Gutes den Weiterbau.,15,7,"['▁Weiter', 'bau']",2,1
Broker,Seine Berufstätigkeit begann er 1969 bis 1970 als Broker in New York City.,13,7,"['▁Bro', 'ker']",2,1
Wahltermin,"September 2013 als Wahltermin aussprachen, meldete ZEIT Online die Erwartung von „Regierungskreisen“, „dass sich […] das Kabinett“ dem anschließen werde.",20,7,"['▁Wahl', 'termin']",2,1
Azoren,Bristols mannigfaltiges Kulturerbe ist durch starken portugiesisch-amerikanischen (Azoren) und italienisch-amerikanischen Einfluss geprägt.,12,6,"['▁Az', 'oren']",2,1
Werkgruppe,"Kii-Ming Lo, Zur Entstehungsgeschichte von Ferruccio Busonis »Turandot«-Werkgruppe und ihrer musiktheatralischen Ästhetik, in: Albrecht Riethmüller/Hyesu Shin (Hrsg.), Busoni in Berlin.",20,7,"['▁Werk', 'gruppe']",2,1
Vollzeit,Etwa 1700 Schüler besuchen die Schule im Vollzeit- bzw. Teilzeitunterricht (Stand 2022).,12,6,"['▁Voll', 'zeit']",2,1
Kornett,"Das Kornett weist in Basslage nur eine Terz auf, während der Diskant vierfach besetzt ist.",15,6,"['▁Kor', 'nett']",2,1
Balz,Angeblich kitzeln die Männchen mit ihren Schwanzfedern die Weibchen während der Balz an Kehle und Gesicht.,16,7,"['▁Bal', 'z']",2,1
Beule,"Symptome Ein Handgelenksganglion erscheint als eine Beule am Handgelenk, die über Tage bis Wochen an Größe zunehmen kann.",18,7,"['▁Be', 'ule']",2,1
Independentfilm,Im preisgekrönten Independentfilm Secretary – Womit kann ich dienen? (2002) spielte sie neben James Spader und Maggie Gyllenhaal.,18,6,"['▁Independent', 'film']",2,1
Geselle,Als Geselle arbeitete er sechs Jahre auf einer Bootswerft in Königsberg.,11,6,"['▁Ges', 'elle']",2,1
Parkstadt,Der Name geht wohl auf den „Projektbeirat Parkstadt Schwabing“ zurück.,10,6,"['▁Park', 'stadt']",2,1
Verwicklung,"Kritik Roman Bucheli beschreibt das Buch in der NZZ als Werk, das die Verwicklung der Menschen in Widersprüche behandelt.",19,6,"['▁Ver', 'wicklung']",2,1
Allmode,IC-746 Es handelt sich hierbei um einen Allmode-KW-Tranceiver mit zusätzlichem 6-m- und 2-m-Band.,13,6,"['▁All', 'mode']",2,1
Lehrhof,"Steinheim, am Lehrhof Steinheim, am Lehrhof Steinheim, am Lehrhof Abgegangenes Bauwerk im Landkreis Ludwigsburg Steinheim an der Murr",18,7,"['▁Lehr', 'hof']",2,1
Lehrjahr,"Im ersten akademischen Lehrjahr besuchten 150 Studenten das Institut, das über zwei Fakultäten verfügte.",14,6,"['▁Lehr', 'jahr']",2,1
Snack,"In der zweiten Klasse waren ein Snack, heiße Getränke und Tageszeitungen im Fahrpreis inklusive.",14,6,"['▁Sn', 'ack']",2,1
Frustration,"Michel, der noch vor einem Jahr zu lebenslanger Frustration und Depression verdammt schien, glaubt endlich glücklich zu sein.",18,7,"['▁Fr', 'ustration']",2,1
Altan,Die zweite Hütte erbaute das südliche Turmportal und den Altan des Südturms.,12,6,"['▁Alt', 'an']",2,1
Testphase,Das Projekt trug ursprünglich den Namen „Verbrauchstabellen“ und wurde nach einer Testphase in „Spritmonitor“ umbenannt.,15,7,"['▁Test', 'phase']",2,1
Archivportal,Weblog Archivalia zum Archivwesen Nachrichtenportal des Archivwesens Das deutsche Archivportal mit einem Glossar archivfachlicher Begriffe Archive in der Schweiz .,20,6,"['▁Archiv', 'portal']",2,1
Aceton,Außerdem wurde Barium-Silber-Pyruvat als Dihydrat durch Ausfällung aus wässrigem Aceton erhalten.,11,6,"['▁Ac', 'eton']",2,1
Polin,"† 29. November 2011 in Milanówek), war eine Polin, die mit dem Ehrentitel Gerechter unter den Völkern ausgezeichnet wurde.",19,7,"['▁Pol', 'in']",2,1
Westende,Am Westende befindet sich seit der Erweiterung um eine Fensterreihe eine konvex geschwungene Empore.,14,7,"['▁West', 'ende']",2,1
Ozon,Es kann auch durch Oxidation von Iodbenzol mit Ozon synthetisiert werden.,11,6,"['▁O', 'zon']",2,1
Sozialgericht,"In der Calenberger Esplanade befindet sich das Sozialgericht Hannover, in direkter Nachbarschaft das Friederikenstift.",14,7,"['▁Sozial', 'gericht']",2,1
Couch,"Tatsächlich gelingt der Plan, und Madge wird am nächsten Morgen von der Zugehfrau leblos auf der Couch liegend gefunden.",19,7,"['▁C', 'ouch']",2,1
SOS,"Sp = Spiele, S = Siege, U = unentschieden, N = Niederlagen, OTS = Overtime-Siege, OTN = Overtime-Niederlage, SOS = Penalty-Siege, SON = Penalty-Niederlage",24,6,"['▁S', 'OS']",2,1
Fördern,Gemeinsam fördern und gestalten sie das Leben und Lernen im Gymnasium und im Alumnat.,14,7,"['▁För', 'dern']",2,1
Waldgesellschaft,"Der Standort spiele eine entscheidende Rolle, so sei die natürliche Waldgesellschaft (vgl. potenzielle natürliche Vegetation) nicht überall gleichermaßen resistent gegen Verbiss.",21,6,"['▁Wald', 'gesellschaft']",2,1
Inquisition,"Ab 1667 in Rom, wo er wegen Mitgliedschaft in der Accademia dei Bianchi von der Inquisition inhaftiert und angeklagt wurde.",20,7,"['▁In', 'quisition']",2,1
Spielball,"Dort hielt man ihn wie einen Gefangenen, und er wurde zum Spielball der Großmachtinteressen zwischen dem Osmanischen Reich und dem Westen.",21,6,"['▁Spiel', 'ball']",2,1
Abfluss,"So wurden Bachteilungen angelegt, um bei Hochwasser für einen schnelleren Abfluss zu sorgen.",13,7,"['▁Ab', 'fluss']",2,1
Scan,Bei den Kiosken mit Gesichtserkennungs-Technologie entfällt der Scan des Reisedokuments und die Überprüfung der Fingerabdrücke.,15,7,"['▁Sc', 'an']",2,1
Männerbereich,Somit wurde der junge Torhüter bereits in seiner zweiten Saison im Männerbereich erneut Erster der Challenge League.,17,7,"['▁Männer', 'bereich']",2,1
Erdmond,Kallisto ist kein offizielles oder allgemein verwendetes astronomisches Symbol zugeordnet (wie auch sonst keinem Trabanten im Sonnensystem außer dem Erdmond).,20,7,"['▁Erd', 'mond']",2,1
Rücklage,Sowohl die Tür als auch die Fenster waren von der Rücklage her in einer quadratischen Form zusammengefasst worden.,18,7,"['▁Rück', 'lage']",2,1
Wacht,"›Ein geeintes Volk‹), übers. v. Nico Hambro, Kristiania: Aschehoug [196 S.]. 1915: De Wacht aan den Rijn (niederländ.",18,6,"['▁W', 'acht']",2,1
Protektion,1936 übernahm mit Protektion des Reichspropagandaministeriums das sogenannte Hentschke-Imperium das Dresdner Residenz-Theater und das Dresdner Central-Theater.,16,7,"['▁Prote', 'ktion']",2,1
Ballen,"Das Weibchen legt Ballen aus mehreren rundlichen Eikapseln ab, die jeweils ein Ei enthalten.",14,6,"['▁B', 'allen']",2,1
Bildgeber,"Der Satellit besitzt drei Nutzlasten: Bildgeber für langwelliges Infrarot, also thermische Strahlung im Bereich von 8 bis 15 µm, mit einer Schwadbreite von 1500 km und einer Auflösung von 100 m zur präzisen Temperaturmessung.",34,6,"['▁Bild', 'geber']",2,1
dritt,Seither ist der Verein dritt- bis sechstklassig.,7,7,"['▁d', 'ritt']",2,1
Hausarbeit,Seine schriftliche Leistung bestand aus einer umfangreicheren Hausarbeit über Gustav Frenssen.,11,7,"['▁Haus', 'arbeit']",2,1
Variometer,"dann zeigt das Variometer laut grüner Kurve ein Sinken von 4,7 m/s an.",13,6,"['▁Vari', 'ometer']",2,1
Vorab,Januar 2016 erschien nach Holiday die zweite Vorab-Single seines kommenden Studioalbums Provocateur.,12,6,"['▁Vor', 'ab']",2,1
Romanfragment,Conrad Ferdinand Meyer hat seiner in einem Romanfragment und im Gedicht Der Rappe des Komturs gedacht.,16,6,"['▁Roman', 'fragment']",2,1
Supporter,Mit dem aufgenommenen Bild und Video-Material führen die Supporter das Online-Tagebuch der Piloten nach.,14,6,"['▁Supp', 'orter']",2,1
Analyst,"Im Mai 2022 nahm er eine Vollzeitstelle als Analyst bei den Snowbridge Advisors, ebenfalls aus NYC, an.",17,7,"['▁Anal', 'yst']",2,1
Pleuel,"Jeweils zwei Motorentypen greifen auf einen einheitlichen Baukasten hinsichtlich wichtiger Komponenten (Kolben, Pleuel, Kraftstoffaufbereitung etc.) zurück.",16,7,"['▁Ple', 'uel']",2,1
Mono,Beide Versionen des Albums wurden in einer Mono- und in einer Stereo-Version veröffentlicht.,13,7,"['▁Mon', 'o']",2,1
Gegenzeichnung,"Der Reichstag ergänzte, dass der Bundeskanzler mit der Gegenzeichnung auch die rechtliche und politische Verantwortung übernimmt.",16,6,"['▁Gegen', 'zeichnung']",2,1
Einsatzraum,Ihr zugeteilter Einsatzraum war zunächst die östliche Flanke des Oranienbaumer Brückenkopfes bei der Stadt Peterhof.,15,6,"['▁Einsatz', 'raum']",2,1
Medienwissenschaft,"Ihr Vorsitzender, Erik Fischer, lehrte bis zum Herbst 2014 Musik- und Medienwissenschaft an der Universität Bonn.",16,6,"['▁Medien', 'wissenschaft']",2,1
Titelgeschichte,"Titelgeschichte Erster Champion war Alex Koslov, der Alan Stone und Xtreme Tiger bei einem AAA Television Taping am 21.",19,7,"['▁Titel', 'geschichte']",2,1
Fasten,Kapitel 21–30: Nach einem weiteren siebentägigen Fasten sieht Baruch den offenen Himmel.,12,6,"['▁Fast', 'en']",2,1
Kurzinfo,Kurzinfo über die Gemeinde Fotos der Dorfkirche und der Kapelle,10,6,"['▁Kurz', 'info']",2,1
Schwank,"Kieselsteinsuppe ist ein Schwank über einen schlauen Gast, der seinen geizigen Gastgeber überlistet, dessen Nahrungsmittel mit ihm zu teilen.",19,7,"['▁Schw', 'ank']",2,1
Zehn,In der folgenden Saison belegte sie mit zwei Top-Zehn-Platzierungen den 17. Rang in der Weltcupwertung über 1500 m.,18,6,"['▁Ze', 'hn']",2,1
Gemeindekirche,Die St. John the Baptist Church ist eine römisch-katholische Gemeindekirche des Erzbistums New York.,14,7,"['▁Gemeinde', 'kirche']",2,1
Altarm,"Nördlich von Groß Pankow geht dieser in einen Altarm der Elde über, in den nach kurzer Strecke der Moosterbach mündet.",20,6,"['▁Alt', 'arm']",2,1
Photograph,"Ōyama Iwao (1842–1916), japanischer Generalfeldmarschall Iwao Takamoto (1925–2007), US-amerikanischer Trickfilmzeichner Yamawaki Iwao (1898–1987), japanischer Photograph",15,7,"['▁Phot', 'ograph']",2,1
Klosterbibliothek,"Bekannt ist jene 200.000 Bände zählende im Stift Admont, deren 70 Meter langer Prunksaal als größte Klosterbibliothek der Welt gilt.",20,6,"['▁Kloster', 'bibliothek']",2,1
Einzelperson,"Dass der Seiðr von einer Einzelperson ohne Hilfe ausgeführt wird, ist nur an wenigen Stellen überliefert.",16,6,"['▁Einzel', 'person']",2,1
Wanne,Antrieb Hinzugefügte Antriebskomponenten: Ein AVDS-1790-5A Turbodiesel von TCM Ein Renk RK-304 Getriebe Zwei Auspuffrohre im hinteren Bereich an beiden Seiten der Wanne,22,7,"['▁W', 'anne']",2,1
Millionenstadt,Das United Center ist eine Mehrzweckhalle in der US-amerikanischen Millionenstadt Chicago im Bundesstaat Illinois.,14,7,"['▁Millionen', 'stadt']",2,1
Filmstar,Heflin war kein klassischer Heldendarsteller und wurde deshalb auch nie zu einem glamourösen Hollywood-Filmstar.,14,7,"['▁Film', 'star']",2,1
Feldweg,Ursprünglich handelte es sich bei der Salzstraße um einen schmalen Feldweg.,11,7,"['▁Feld', 'weg']",2,1
Altkreis,Bis 1969 bildete Oeding eine eigenständige Gemeinde im Altkreis Ahaus.,10,6,"['▁Alt', 'kreis']",2,1
Hashwert,Die Signaturkarte verknüpft den Hashwert mit dem privaten Schlüssel (Signaturschlüssel) zu einem verschlüsselten Hashwert (Signatur).,15,7,"['▁Hash', 'wert']",2,1
Eurozone,"Nachdem Macaes mehrere Reformvorschläge für die Eurozone vorgebracht hatte, kritisierte Wolfgang Münchau, dass Maçães „das Rad neu erfinden“ würde.",19,7,"['▁Euro', 'zone']",2,1
Warft,"Die ersten Siedler haben auf Warften gelebt, später hat man mangels Platzes auf höhergelegenen Flächen „an der Warft“ gesiedelt.",19,7,"['▁War', 'ft']",2,1
Erstliga,"Ab Februar 2017 spielte er für Grêmio Porto Alegre, eine brasilianische Erstliga-Mannschaft.",12,6,"['▁Erst', 'liga']",2,1
Aristokrat,Einer der Hauptorganisatoren war der livländische Aristokrat Johann Reinhold von Patkul.,11,6,"['▁Arist', 'okrat']",2,1
AO,"Zur Einspruchsbefugnis bei einheitlichen und gesonderten Feststellungen siehe AO, zur Einspruchsbefugnis des Rechtsnachfolgers siehe AO.",15,6,"['▁A', 'O']",2,1
umwelt,"Stattdessen möchte sie „industrielle Tierhaltung (…) durch artgerechte, umwelt- und ressourcenschonende Haltungsformen“ ersetzen.",13,6,"['▁um', 'welt']",2,1
Denkmalwert,Verschiedene Gründe für das Bestehen eines öffentlichen Interesses am Erhalt und Schutz eines Denkmals beeinflussen den Denkmalwert.,17,6,"['▁Denkmal', 'wert']",2,1
Rechtsschule,Dezember 1802 in Koblenz; † 5. August 1836 in Bonn) war ein deutscher Jurist und Vertreter der historischen Rechtsschule.,19,6,"['▁Rechts', 'schule']",2,1
Hanf,Hearst war Waldbesitzer und Papiermühlen-Magnat und der Hanf wurde durch neue Erntemaschinen eine übermächtige Konkurrenz dazu.,16,6,"['▁Han', 'f']",2,1
Rangieren,Durch die Breite des Lifts sind andere Schiffe oder Gebäudeteile beim Rangieren gefährdet.,13,6,"['▁Rang', 'ieren']",2,1
Leuchte,"Der erste war Die Leuchte Asiens (Prem Sanyas) (1925), der die Lebensgeschichte Gautama Buddhas für ein westliches Publikum erzählt.",19,7,"['▁Le', 'uchte']",2,1
Realfilm,"Kalle Stropp, Grodan Boll och deras vänner wurde als Realfilm umgesetzt, wobei einige Szenen mit Puppen in Stop-Motion gedreht wurden.",20,7,"['▁Real', 'film']",2,1
Bahre,"Multikulturelle Gesellschaft im Brennpunkt, Böhlau-Verlag, Köln/Wien 1990, 214 S. Katholisch – von der Wiege bis zur Bahre.",17,6,"['▁Bah', 're']",2,1
Posse,"Die dappige Verwandtschaft (Posse in einem Akt, verlegt Mittenwald 1969) Suche eine Frau für Vati! (Heiteres Volksstück, verlegt München ca. 1985)",21,7,"['▁Pos', 'se']",2,1
Genese,Die allgemeine Lehrmeinung der Psychiatrie geht von einer multifaktoriellen Genese der Schizophrenie aus.,13,6,"['▁Gen', 'ese']",2,1
Spange,1965/66 wurde als Erweiterungsbau die sogenannte Spange zwischen Hauptgebäude und Turnhalle errichtet.,12,7,"['▁Sp', 'ange']",2,1
Reichsleitung,Jahrhundert bescherten eine falsch zusammengesetzte Reichsleitung und eine nicht kontrollierte Oberste Heeresleitung dem monarchischen Bundesstaat einen tiefen Fall.,18,7,"['▁Reichs', 'leitung']",2,1
Ananas,"Die Menschen leben von der Jagd und vom Fischfang und bauen Maniok, Süßkartoffeln, Getreide, Bananen und Ananas an.",18,6,"['▁An', 'anas']",2,1
Zeiger,Dieser Zeiger muss dabei nicht für jede Rasterzelle definiert werden.,10,7,"['▁Ze', 'iger']",2,1
Ballast,"Der Hauptunterschied zur Vorgängerversion waren neue Tragflächen mit positiver 2,5°-Pfeilung, Modifikationen an der Struktur, keinen Ballast mehr und die vermehrte Verwendung von GfK-Teilen.",23,7,"['▁Ball', 'ast']",2,1
Tambour,Die Tonnengewölbe sind mit Lünetten und am Querschiff mit einer Vierungskuppel mit Pendentifs und einem Tambour versehen.,17,7,"['▁Tamb', 'our']",2,1
Mahl,Die Flarichsmühle war Anfang der 1950er Jahre eine Mahl- und Schrotmühle für Bäcker und Bauern.,15,7,"['▁M', 'ahl']",2,1
Burghof,Die Südostseite der Vorburg bildete vermutlich einen kleinen Burghof vor dem Turm.,12,6,"['▁Burg', 'hof']",2,1
Argon,Das Reagenz muss daher immer unter Schutzgas (z. B. Argon) gelagert und gehandhabt werden.,14,6,"['▁Arg', 'on']",2,1
Makel,Die Vorderflügeloberseite ist hellbraun bis ockerfarben und zeigt zwei nebeneinander angeordnete schwarze Makel.,13,7,"['▁Mak', 'el']",2,1
