word,selected_sentence,sentence_length,original_frequency,tokens,token_num,freq_quantile
Terzett,"Diese Sprache der Schöpfung wird dem Sprecher-Ich im zweiten Terzett „schön vnd fruchtbar“, lässt das Ich – viertes der gliedernden Verben – erkennen.",23,5,"['Ter', 'zett']",2,0
Musikfest,"Es erhielt u. a. Einladungen zu den Wiener Festwochen, Schwetzinger Festspiele, Chopin-Festival Warschau, Berlinale, Salzburger Festspiele, Schleswig-Holstein-Musikfestival, Musikfest Nara in Japan und Fränkischer Sommer.",24,4,"['Musik', 'fest']",2,0
Durchreise,1738 stiegen hier Kaiser Franz Stephan von Lothringen und Maria Theresia bei der Durchreise für eine Nacht ab.,18,4,"['Durch', 'reise']",2,0
Spielsystem,"Das Spielsystem basiert auf dem Sugoroku (japanisches Backgammon), bei dem statt Würfeln das Glücksrad (roulette) verwendet wird.",17,5,"['Spiel', 'system']",2,0
Leveldesign,"Gelobt wurden Leveldesign, Grafik, Text und Ton, während sich negative Kritik hauptsächlich auf die Spielmechaniken und die Bosskämpfe bezog.",19,4,"['Level', 'design']",2,0
Palme,An einer Palme kommen also sowohl männliche als auch weibliche Blütenstände vor.,12,4,"['Pal', 'me']",2,0
Basketballer,"Als Moderatorin interviewte sie für diverse Sendegefässe mit Grössen wie Tennisstar Roger Federer, NBA-Basketballer Thabo Sefolosha oder Deutschlands Fussball-Legende Karl-Heinz Rummenigge.",21,4,"['Basketball', 'er']",2,0
Punktion,"In Sonderfällen kann für die O2-Zufuhr ein Katheter verwendet werden, der durch eine Punktion der Luftröhre von außen eingelegt wird.",20,4,"['Pun', 'ktion']",2,0
Implantation,Ebenfalls selten ist die Notwendigkeit der Implantation eines Kunstnagels.,9,5,"['Im', 'plantation']",2,0
Waldweg,"Ungefähr 500 m westlich des Passes zweigt von dieser Straße ein Waldweg ab, der nach etwa 400 m Karlova Huť erreicht.",21,4,"['Wald', 'weg']",2,0
Waldschule,Die Sagen vom Teufelssee bei Köpenick Lehrkabinett und Waldschule Teufelssee Senatsverwaltung für Stadtentwicklung Berlin: NATURA 2000-Gebiet Teufelsseemoor Köpenick,18,4,"['Wald', 'schule']",2,0
Sommelier,Einen Namen hat sich die Akademie u. a. auch durch die Etablierung einer Fortbildung zum Brot-Sommelier und zum Schokoladen-Sommelier gemacht.,20,4,"['Som', 'melier']",2,0
Speedloader,"Für Revolver gibt es Systeme, die als „Speedloader“ und „(Half) Moon Clips“ bezeichnet werden.",14,5,"['Speed', 'loader']",2,0
Hacke,"Dann kickte er seinen Hocker mit der Hacke nach hinten und begann, sein Piano mit Handkantenschlägen zu traktieren.",18,4,"['Hack', 'e']",2,0
Rheuma,"Hyperurikämie, Haut- und Haarproblemen (Teere aus der Rinde und Birkensaft), Rheuma, Transpiration und Wassersucht (Ödeme) eingesetzt.",16,4,"['Rhe', 'uma']",2,0
Disko,Weblinks Webpräsenz mit Disko- und Filmographie,6,4,"['Dis', 'ko']",2,0
Abbrennen,März 1979 auf Veranlassung des Staatsforstes komplett durch Abbrennen geschleift.,10,5,"['Abb', 'rennen']",2,0
Grabtyp,"Über Ausrichtung, Maße und den genauen Grabtyp liegen keine näheren Angaben vor.",12,5,"['Grab', 'typ']",2,0
Seekrieg,Der Seekrieg hatte mit der Schlacht auf der Doggerbank unentschieden geendet.,11,5,"['Seek', 'rieg']",2,0
Propstes,die Propstei unter päpstlichen Schutz und sicherte ihr die freie Wahl des Propstes zu.,14,4,"['Prop', 'stes']",2,0
Motorsteuerung,"Die Motorsteuerung MCM entscheidet dabei in Abhängigkeit von Motorlast und Betriebszustand, ob die Druckverstärkung früh, spät oder gar nicht erfolgt.",20,5,"['Motor', 'steuerung']",2,0
Alae,Auf Militärdiplomen aus den Jahren 116 bis 134 werden 4 Alae und 17 Kohorten für die Provinz aufgeführt:,18,5,"['Ala', 'e']",2,0
Infusion,Die Phosphat-Ausscheidung kann durch Infusion physiologischer Kochsalzlösung oder durch eine Dialysebehandlung beschleunigt werden.,13,5,"['Inf', 'usion']",2,0
Startposition,Zum Beispiel wird die Startposition einer Schachpartie in FEN (siehe Diagramm 1) so angegeben: rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,20,4,"['Start', 'position']",2,0
Feuerung,Die Schiffe durften nur mit sogenannter rauchloser Feuerung betrieben werden.,10,4,"['Fe', 'uerung']",2,0
Realteil,"Wie man erkennt, erhält die Wellenzahl neben ihrem Realteil, welcher genau der freien Wellenausbreitung im Vakuum entspricht, auch einen Imaginärteil.",20,5,"['Real', 'teil']",2,0
Torso,"Der Torso der Figuren besteht aus Holz (Gmelina arborea), die Arme und Beine sind an Gelenkstellen verbunden.",17,5,"['Tor', 'so']",2,0
Ethnographie,"Ethnographie und Statistik (1900) die Mehrheit davon, um die 1.900 oder 95 %, Bulgaren waren.",15,5,"['Ethn', 'ographie']",2,0
Patin,Charitas war die Patin von Johann Gottfried Herders Kindern Adelbert und Emil.,12,4,"['P', 'atin']",2,0
Skipper,Der erfahrene Ozeansegler Skip Novak war als Skipper an Bord.,10,5,"['Ski', 'pper']",2,0
Radiologie,Radiologie Diagnostisches Verfahren in der Gastroenterologie Bildgebendes Verfahren (Medizin),9,5,"['Radi', 'ologie']",2,0
Arabist,Cornelis Henricus Maria Versteegh (der erste Vorname häufig in der Kurzform Kees; * 1947) ist ein niederländischer Arabist und Sprachwissenschaftler.,20,5,"['Arab', 'ist']",2,0
Sounddesigner,"* Pekka Karjalainen (Schachspieler), finnischer Schachspieler Pekka Karjalainen (Regisseur) (* 1961), finnischer Filmregisseur, Komponist und Sounddesigner",16,4,"['Sound', 'designer']",2,0
Panne,Anderen Quellen zufolge waren es aufgrund einer organisatorischen Panne nur noch 60 Plätze.,13,4,"['Pan', 'ne']",2,0
Notgeld,Während der Inflation 1923 gab die Sächsische Staatsbank eigenes Notgeld heraus.,11,4,"['Not', 'geld']",2,0
Baugebiet,"Namensgeber Das Baugebiet Weierbachblick, das im Jahr 2007 in Hückeswagen entstand, leitet seinen Namen vom Weierbach ab.",17,5,"['Bau', 'gebiet']",2,0
Morphium,"Doch unter Morphium kommandierte er weiter, so gut es eben ging.",11,5,"['Morph', 'ium']",2,0
Observanz,"Benediktiner, Zisterzienser und Prämonstratenser auf der Suche nach strenger Observanz ihrer Regeln und Statuten.",14,4,"['Observ', 'anz']",2,0
Initiale,Auf der aufgeschlagenen Seite ist deutlich die Initiale „O“ zu erkennen;,11,5,"['Init', 'iale']",2,0
Chromat,"Bariumverbindung Chromat Anorganisches Pigment Pyrotechnik Beschränkter Stoff nach REACH-Anhang XVII, Eintrag 47 Beschränkter Stoff nach REACH-Anhang XVII, Eintrag 72",19,4,"['Chrom', 'at']",2,0
Ballkontakt,Fortan wurde die Weltfußballerin bei jedem Ballkontakt vom Publikum ausgepfiffen.,10,5,"['Ball', 'kontakt']",2,0
Wards,"Verwaltung Der Greater Geelong City Council hat zwölf Mitglieder, die von den Bewohnern der zwölf Wards gewählt werden.",18,5,"['W', 'ards']",2,0
Hotelbetrieb,Zwischenzeitlich wurde der Hotelbetrieb eingestellt und der Innenraum zu separierten Wohneinheiten umgebaut.,12,5,"['Hotel', 'betrieb']",2,0
Callwert,Die untere Schranke für den europäischen Callwert (nach Dividendenzahlung) ist bekannt).,11,4,"['Call', 'wert']",2,0
Kleinserie,In Kleinserie wurde der Supersportwagen Gumpert Apollo mit Flügeltüren angeboten.,10,5,"['Klein', 'serie']",2,0
Carrollit,Die bekannten und zunächst nach chemischer Zusammensetzung ordnenden Mineralsystematiken ordnen den Carrollit in die Mineralklasse der „Sulfide und Sulfosalze“ ein.,20,4,"['Carroll', 'it']",2,0
Engpass,Renate Stemmer (2021): Beruflich Pflegende – Engpass oder Treiber von Veränderungen?,11,5,"['Eng', 'pass']",2,0
Personalien,Der Erteilerstaat kann weitere Angaben wie die Personalien der Crew und der Passagiere oder Art der Fracht verlangen.,18,5,"['Personal', 'ien']",2,0
Fracking,Auf den Einsatz von Fracking soll vorerst verzichtet werden.,9,5,"['Fr', 'acking']",2,0
Iod,"Zudem geht man nach theoretischen Betrachtungen davon aus, dass im Monomer dementsprechend eine zwitterionische Iod–Sauerstoff-Bindung vorliegt, was der Oktettregel entspräche.",20,5,"['I', 'od']",2,0
Trage,Sommer wird auf einer Trage abtransportiert und später in eine Suchtklinik eingewiesen.,12,4,"['Tr', 'age']",2,0
Mineralbildung,Als seltene Mineralbildung konnte Arseniosiderit bisher (Stand 2018) von rund 200 Fundpunkten beschrieben werden.,14,4,"['Mineral', 'bildung']",2,0
Extraklasse,Komplett improvisiert sei Échos la nuit „eine Ein-Mann-Show der Extraklasse“.,10,4,"['Extra', 'klasse']",2,0
Exploration,1933 gründete die Preussag die „Gewerkschaft Florentine“ mit dem Ziel der Exploration von Erdöl in Berkhöpen und anderen Orten.,19,4,"['Expl', 'oration']",2,0
Abscheidung,Mit Wasser zersetzt er sich und mit Salzsäure reagiert er unter Bildung von Selenwasserstoff und Abscheidung von rotem Selen.,19,5,"['Abs', 'cheidung']",2,0
Chopin,Zum Andenken an dieses Ereignis findet in Duszniki-Zdrój seit 1946 jährlich das Internationale Chopin-Klavierfestival statt.,15,4,"['Ch', 'opin']",2,0
Biograf,"Der Proust-Biograf George Painter identifizierte sie als die Frau, die als eins der Vorbilder für den Charakter der Madame Verdurin in seinem Roman Auf der Suche nach der verlorenen Zeit diente.",31,5,"['Bi', 'ograf']",2,0
Prosodie,"Bewertet werden Kommunikationsverhalten, Artikulation und Prosodie, Automatismen, Semantik, Phonematik und Syntax",11,4,"['Pros', 'odie']",2,0
Politikum,"Berlin im 20. Jahrhundert."") und Jan Herres (Masterarbeit ""Berliner Zimmer"") 2020: Andreas Jüttemann (Habilitationsschrift ""Das Klinikum Steglitz als Politikum –",20,4,"['Polit', 'ikum']",2,0
Dualband,Im Gegensatz zum UV6D ist dieses Modell nur in einer 2-m-/70-cm-Dualband-Variante verfügbar.,12,5,"['Dual', 'band']",2,0
Hebewerk,"Er gehört zu den wenigen Wasserbehältern der Stadt Wien, die über ein Pumpwerk (Hebewerk Krapfenwaldl) mit Hochquellwasser versorgt werden müssen.",20,4,"['Heb', 'ewerk']",2,0
Inkognito,Nach einem kurzen Besuch in Homburg vor der Höhe reiste sie inkognito weiter an den Genfersee.,16,4,"['Ink', 'ognito']",2,0
Kompass,"In unmittelbarer Nähe zum Globus liegen in der Grünanlage acht große Steinblöcke, die den Kompass darstellen.",16,4,"['Kom', 'pass']",2,0
Deutschlandfunk,"Schön, Sie nicht kennenzulernen, Feature, Deutschlandfunk 2019 Alte Lieben, Feature, Deutschlandfunk 2021",12,5,"['Deutschland', 'funk']",2,0
Jazzrock,Ihre nächste Platte Banquet wurde mit den Bläsern des James-Last-Orchesters aufgenommen und ging in Richtung swingender Fusion und Jazzrock.,19,4,"['Jazz', 'rock']",2,0
Hauptinteresse,"Daneben studierte er von 1921 bis 1925 Kunstgeschichte an der Universität München, wobei sein Hauptinteresse der Barockkunst galt.",18,5,"['Haupt', 'interesse']",2,0
Hightech,"Eine wichtige Arbeitgeberin ist die Firma Gurit (Zullwil) AG, die im Bereich der Produktion von Hightech-Faserverbundsystemen tätig ist.",18,5,"['Hight', 'ech']",2,0
Kunststück,"Beim Versuch, dieses Kunststück zu wiederholen, verunglückte er ein Jahr später.",11,4,"['Kunst', 'stück']",2,0
Basisspiel,"Das Spiel entspricht in der Spielweise dem Basisspiel und endet, wenn alle 36 Aufgabenkarten gespielt wurden.",16,4,"['Basis', 'spiel']",2,0
Bedacht,Paradis (der Name wurde von Rambaud offensichtlich mit Bedacht gewählt) ist der (auch sexuell) unschuldige Junge vom Lande.,18,4,"['Bed', 'acht']",2,0
Heizen,Das Bad benötigte große Mengen Wasser und vor allem Kohle zum Heizen.,12,4,"['He', 'izen']",2,0
Parkgeschichte,Zur Parkgeschichte gehören diese Ereignisse (wenn nicht anders genannt laut ):,11,4,"['Park', 'geschichte']",2,0
Unterlabel,"Kurz darauf unterschrieben sie einen Plattenvertrag bei „Gun Records“, einem Unterlabel von „Supersonic Records“.",14,4,"['Unter', 'label']",2,0
backen,"Durch den Wegfall von 't' und 'n' wurden zwei Besonderheiten des Afrikaans begünstigt: Die wichtigste Personenendung des Niederländischen (-t) und die Endung des Infinitivs (-en) fallen weg: bak = „backen“, „backe, bäckst, bäckt, backen, backt“, „backe!, backt!“ braai = „braten“, „brate, brätst…“, „brate!, bratet!“",44,5,"['back', 'en']",2,0
Corpshaus,Das Corpshaus wurde 1939 von der Wehrmacht und 1945 von der United States Army beschlagnahmt.,15,4,"['Corps', 'haus']",2,0
Produktprogramm,Dabei greift Truck and Trailer Parts auf das gesamte Winkler Produktprogramm sowie die Serviceleistungen von Winkler Logistik zurück.,18,5,"['Produkt', 'programm']",2,0
Munda,"Hierzu gehören aus altindischen Dialekten ererbte Wörter, die im Sanskrit fehlen, sowie Entlehnungen aus den dravidischen und Munda-Sprachen.",18,4,"['M', 'unda']",2,0
Seigneur,"de Lévis († 7. Oktober 1397), 1371 Seigneur de Lagarde, 1395 Maréchal et Seigneur de Mirepoix; ⚭ (Ehevertrag 10.",19,4,"['Se', 'igneur']",2,0
Stanzen,15–20 etwa 1 mm breite Stanzen in die Tunica albuginea gesetzt.,11,5,"['Stan', 'zen']",2,0
Resorption,In seiner Dissertation behandelte er die Möglichkeiten der Beeinflussung der Resorption von Fett im Dünndarm mit Hilfe von Senföl.,19,4,"['Res', 'orption']",2,0
Blockplan,"Die Parallelitätsrelation des schwach affinen Raumes ist dann auch ein Parallelismus des Blockplanes, allerdings ist der schwach affine Raum damit im Allgemeinen kein affiner Blockplan.",25,4,"['Block', 'plan']",2,0
Restaurantbetrieb,"Ein Hotel garni ist ein Hotelbetrieb, der Beherbergung, Frühstück, Getränke und höchstens kleine Speisen anbietet, während der klassische Restaurantbetrieb fehlt.",20,4,"['Restaurant', 'betrieb']",2,0
Somali,"Die Aufteilung des Liben-Gebietes zwischen den Regionen Oromia und Somali bleibt umstritten, auf Karten finden sich unterschiedliche Grenzverläufe.",18,4,"['Som', 'ali']",2,0
Einwand,"Allerdings liegt der Einwand nahe, dass bei vielen Stämmen erst der Einfluss von Missionaren den Zustand einer permanenten Devotion herbeigeführt hat.",21,5,"['Ein', 'wand']",2,0
Microdrive,Das Gerät wurde jedoch vor der Veröffentlichung überarbeitet und dann als Controller für bis zu acht ZX-Microdrive-Laufwerke benutzt.,18,4,"['Micro', 'drive']",2,0
Galaxis,"Douglas Adams, Autor von Per Anhalter durch die Galaxis, schrieb einige Drehbücher und Vorlagen.",14,4,"['Gal', 'axis']",2,0
Rancher,Trotzdem wurde Great Falls ein Handelszentrum für die Farmer und Rancher der Umgebung.,13,5,"['R', 'ancher']",2,0
Skat,Skat ist ein Strategiespiel für mindestens drei Personen mit einem Blatt aus 32 Karten.,14,4,"['S', 'kat']",2,0
Linker,"Die LIB-Datei wird vom Linker benötigt, damit er „Platzhalter“ für die später aus der DLL aufgerufenen Funktionen einbauen kann.",19,4,"['Link', 'er']",2,0
Metallplatte,Der Boden zwischen Prüfling und Antenne ist mit einer vollreflektierenden Metallplatte ausgelegt und die Antenne ist höhenverstellbar.,17,4,"['Metall', 'platte']",2,0
Glasmacher,An einem Bach im Bärenwald bei Heynrichsdorf errichtete im 14. Jahrhundert ein Glasmacher Dytrich eine Glashütte.,16,5,"['Glas', 'macher']",2,0
Bundesprogramm,Euro aus dem Bundesprogramm „Anpassung urbaner Räume an den Klimawandel“ bewilligt.,11,5,"['Bundes', 'programm']",2,0
Salonwagen,"Alba, Düsseldorf 1998, ISBN 3-87094-173-1 Fritz Stöckl, Claude Jeanmaire: Komfort auf Schienen: Schlafwagen, Speisewagen, Salonwagen der Europäischen Eisenbahnen.",18,4,"['Salon', 'wagen']",2,0
Volunteers,Die Dublin-Division der Volunteers war in vier Bataillone aufgeteilt – jedes unter dem Kommando eines loyalen IRB-Kommandanten.,17,4,"['Vol', 'unteers']",2,0
Slideshow,Zudem ist der Export der fertigen Slideshow nur begrenzt möglich.,10,4,"['Slides', 'how']",2,0
Waldwirtschaft,"Landwirtschaft Landwirtschaft insgesamt (Waldwirtschaft, Ackerbau, Viehzucht, Obstgärten, Weinbau, Liköre und Kräuter) ist nach wie vor wichtiger Bestandteil benediktinischer Klöster.",19,4,"['Wald', 'wirtschaft']",2,0
Mitwirken,1994 erhielt sie für ihr Mitwirken in dem Theaterstück Design for Living den Preis als Beste Newcomerin.,17,5,"['Mit', 'wirken']",2,0
Grabrede,Bei der Beerdigung von Martin Heidegger 1976 in Meßkirch hielt Welte die Grabrede.,13,5,"['Grab', 'rede']",2,0
Rhein,"Weitere Möglichkeiten sich am Rhein zu erholen bieten die Rheinauen in Walsum, Friemersheim und Mündelheim.",15,5,"['R', 'hein']",2,0
Diplomatik,"Deshalb ließ er sich nebenbei auch in historische Hilfswissenschaften wie Diplomatik, Wappen-, Siegel-, Münz- und Schriftkunde unterrichten.",17,5,"['Dipl', 'omatik']",2,0
Akne,Er hatte ein geringes Selbstwertgefühl und litt an chronischer Akne.,10,5,"['Ak', 'ne']",2,0
Studioarbeit,Nach dem Weggang von Wilder war Fletcher deutlich stärker in die Studioarbeit involviert.,13,4,"['Studio', 'arbeit']",2,0
Tofu,"Yosenabe: Verschiedene Fleischsorten, Meeresfrüchte, Tofu, Pilze und Gemüse werden in einer Soja- oder Miso-Brühe gekocht.",15,4,"['T', 'ofu']",2,0
Fangnetz,"Schwaiger stürzte in der zweiten Hälfte der Strecke in ein Fangnetz, was zu einer längeren Unterbrechung des Rennens führte.",19,4,"['Fang', 'netz']",2,0
Squash,Die 9. Squash-Europameisterschaften im Einzel ( European Individual Closed Championships) fanden vom 27. bis 30.,15,5,"['Squ', 'ash']",2,0
Duathlon,"Sie ist zweimalige Duathlon-Staatsmeisterin auf der Langdistanz (2015, 2016) und Staatsmeisterin im Halbmarathon (2019).",14,4,"['Du', 'athlon']",2,0
Marinade,"Der hohe Säuregehalt der Marinade und die langsame Garzeit machen das Fleisch zart, sodass sonst zähe Fleischstücke verwendet werden können.",20,4,"['Marin', 'ade']",2,0
Fortentwicklung,Allerdings wird dort die Pflege des im Laufe der letzten hundert Jahre entstandenen Repertoires höher bewertet als die Fortentwicklung des Jazz.,21,5,"['Fort', 'entwicklung']",2,0
Tuff,"Beim Tuffit handelt es sich um umgelagerten Tuff, welcher vom devonzeitlichen dortigen Meer umgelagert wurde.",15,5,"['T', 'uff']",2,0
Bundespolitik,Er galt als Verfechter eines eigenständigen Kurses seines Landes und seiner Partei gegenüber der Bundespolitik.,15,4,"['Bundes', 'politik']",2,0
Altmeister,Altmeister Max Bolkart rundete mit Platz vier das gute Abschneiden der westdeutschen Springer ab.,14,5,"['Alt', 'meister']",2,0
Tetum,"Als Tetum-Sprecher aus dem Westen nach Viqueque einwanderten, wurden diese mit dem Reich von Luca zur dominierenden Macht der Region.",20,5,"['Tet', 'um']",2,0
Internetunternehmen,Webmail-Anbieter Internetunternehmen Gegründet 1989 Gegründet 2014 Dienstleistungsunternehmen (Berlin) Anonymität,9,4,"['Internet', 'unternehmen']",2,0
Theaterarbeit,Im Jahr 1999 erhielt er für seine Theaterarbeit den Herald Award.,11,4,"['Theater', 'arbeit']",2,0
Akquisition,Zum Zeitpunkt der Akquisition sollte Withings als Marke zumindest vorerst bestehen bleiben.,12,5,"['Ak', 'quisition']",2,0
Zoster,"Zu diesen Impfstoffen gehören die Vakzine gegen Influenza, Herpes Zoster, Pneumokokken und Meningokokken der Serogruppen A, C, W, Y und B. Lebendimpfstoffe z.",23,4,"['Z', 'oster']",2,0
Blackout,"Die Piloten tragen im Einsatz Anti-G-Anzüge, um einen Blackout zu verhindern.",11,5,"['Black', 'out']",2,0
Animationsstudio,Anime Auf Grundlage des Mangas produzierte das Animationsstudio Bridge die gleichnamige Anime-Fernsehserie Mitsudomoe.,13,5,"['Animations', 'studio']",2,0
Holunder,"Bauform Der Korpus moderner Pibgorns ist aus Holz, meist Hartholz, während historische Instrumente Melodierohre aus Holunder oder Knochen besaßen.",19,5,"['Hol', 'under']",2,0
Zeitmaschine,"Im Film scheint er ein menschlicher Wissenschaftler zu sein, der seine Zeitmaschine selbst erfunden hat.",15,4,"['Zeit', 'maschine']",2,0
Starke,Das starke Durchscheinen des Idealtypus durch die Darstellung Gregors hat in der Forschung des 20.,15,4,"['St', 'arke']",2,0
Henkel,"dadurch definiert, dass die Repräsentanten durch die Identitätsabbildung auf dem zusätzlichen Henkel fortgesetzt werden.",14,4,"['Hen', 'kel']",2,0
Mainufer,Am Mainufer verlaufen mehrere Radwanderwege: Der Hessischen Radfernweg R3 (Rhein-Main-Kinzig-Radweg) führt unter dem Motto Auf den Spuren des Spätlesereiters.,19,4,"['Main', 'ufer']",2,0
Scholle,Auf einer solchen Scholle liegt folglich auch die Uranlagerstätte Kayelekera.,10,5,"['Sch', 'olle']",2,0
Notkirche,"Vor dem Bau der Kirche standen Altar und Taufstein im Schulgebäude, das als Notkirche diente.",15,5,"['Not', 'kirche']",2,0
Hauptstädter,Die Hauptstädter mussten auf diese Weise im UEFA-Cup verbleiben.,9,4,"['Haupt', 'städter']",2,0
Herzschild,"Die Reihenfolge bei komplexen Wappen sind nach der Hauptfigur (Rückenschild) Mittelschild, dann Herzschild.",13,5,"['Herz', 'schild']",2,0
Firmus,Tatsächlich war Firmus nie mehr als ein aktiver Unterstützer Zenobias;,10,4,"['Firm', 'us']",2,0
Mordwaffe,"Auf der Vorderseite ist ein Hirschfänger eingeritzt worden, der vermutlich als Mordwaffe diente.",13,5,"['Mord', 'waffe']",2,0
Startseite,"iGoogle war eine personalisierte Startseite, die am 30. April 2007 veröffentlicht wurde.",12,5,"['Start', 'seite']",2,0
Altistin,Von 1934 bis 1941 war sie als Erste Altistin am Stadttheater Freiburg engagiert.,13,5,"['Alt', 'istin']",2,0
Talmud,"Noam Vered, the 1st woman to win the Israel Prize for Talmud.",12,5,"['Tal', 'mud']",2,0
Einzelkind,Die Originalausgabe des Buches heißt The Only Child – in wörtlicher Übersetzung ins Deutsche bedeutet dies Einzelkind.,17,5,"['Einzel', 'kind']",2,0
Wasseraufnahme,Es hat jedoch ein hohes Wasserbindevermögen und quillt unter Wasseraufnahme auf das 4- bis 8-fache seines Volumens auf.,18,4,"['Wasser', 'aufnahme']",2,0
Programmieren,Erste Schritte im Programmieren machte er auf einem BBC Micro.,10,5,"['Programm', 'ieren']",2,0
Regionalwahl,Die Regionalwahl in der Basilikata 1985 fand am 12. und 13.,11,4,"['Regional', 'wahl']",2,0
Werkleiter,"Von 1946 bis 1947 war er bei der Landesregierung Mecklenburg-Vorpommerns angestellt, bevor er ab 1947 bis 1948 als Werkleiter der Torfbetriebe Schwerin eingesetzt wurde.",24,5,"['Werk', 'leiter']",2,0
Fachzug,"Daneben bilden die Freiwilligen Feuerwehren auch sogenannte Fachzüge und -gruppen, in denen sie bestimmte Sonderaufgaben wahrnehmen, darunter: der Fachzug Gefahrgut (mit den Teileinheiten Messen und Spüren, ABC-Einsatz und Dekontamination) unterstützt bei Gefahrgutunfällen der Fachzug Rettung hilft bei Massenanfällen von Verletzten (ab 15 Betroffenen) und bei der Suche nach Vermissten der Fachzug Logistik sorgt für den Nachschub an Material (Fachgruppe Transport) und verpflegt die Einsatzkräfte bei länger andauernden Einsätzen (Fachgruppe Verpflegung)",70,4,"['Fach', 'zug']",2,0
Billigkeit,"Ferner sei es erlaubt, einen Herrscher zu töten, der durch Aufhebung von Recht und Billigkeit die Grundordnung eines Gemeinwesens zerstöre.",20,5,"['Bill', 'igkeit']",2,0
Lehn,Keinesfalls sollte die Grafschaft Moers von Kleve „zu Lehn erkannt oder empfangen werden.“,13,5,"['Le', 'hn']",2,0
Bestwert,In der Saison 2018/19 verzeichnete Giordano mit 74 Scorerpunkten seinen bisherigen Karriere-Bestwert und führte darüber hinaus die gesamte Liga in der Plus/Minus-Statistik an (+39).,24,5,"['Best', 'wert']",2,0
Startliste,Der nominierte Hiskel Tewelde stand jedoch nicht auf der Startliste des Marathons.,12,5,"['Start', 'liste']",2,0
Intron,"Ein Standard Intron beginnt an der 5' splice site meist mit GU und endet an der 3' splice site meist auf AG, hierbei ist die Betrachtung auf der RNA Ebene.",30,4,"['Int', 'ron']",2,0
Personalwirtschaft,"1974 wurde er ordentlicher Professor für Betriebswirtschaftslehre (Personalwirtschaft, Organisation und Unternehmungsplanung) an der Universität Regensburg.",15,5,"['Personal', 'wirtschaft']",2,0
Postanstalt,"So konnte der Kontoinhaber bei seiner Postanstalt die sofortige Überweisung eingehender Postanweisungen, Postauftrags- oder Nachnahmebeträge seinem Konto gutschreiben lassen.",19,4,"['Post', 'anstalt']",2,0
Versepos,"Im selben Jahr veröffentlichte er sein wichtigstes Werk, Mirèio (Mireille), ein Versepos in zwölf Gesängen.",15,5,"['Verse', 'pos']",2,0
Hauptwort,"Er definiert nun das Hauptwort als einen „Laut, der konventionell etwas bedeutet, ohne eine Zeit einzuschließen und ohne dass ein Teil von ihm eine Bedeutung für sich hat“.",28,5,"['Haupt', 'wort']",2,0
Luxation,Schwere Dysplasien mit nicht reponierbarer Luxation des Gelenkes müssen auf jeden Fall operativ versorgt werden.,15,4,"['Lux', 'ation']",2,0
Realwirtschaft,Ab Herbst 2008 wirkte sich die Krise zunehmend auf die Realwirtschaft aus.,12,5,"['Real', 'wirtschaft']",2,0
Satrap,Satrap Person im Alexanderzug Makedone Geboren im 4. Jahrhundert v. Chr. Gestorben im 4. Jahrhundert v. Chr.,17,5,"['Sat', 'rap']",2,0
Datenfeld,"Über ein Datenfeld 'Satzart' wurden die Datenarten (Kunde, Bestellung …) inhaltlich unterschieden und über Ordnungsbegriffe einander zugeordnet.",17,4,"['Daten', 'feld']",2,0
Hallmarkt,Die Sole wurde anfangs über eine Rohrleitung von den Brunnen um den Hallmarkt herangeführt.,14,4,"['Hall', 'markt']",2,0
Untersetzung,"Eagle I Die erste in Serie gefertigte Ausführung war der Rolls-Royce Eagle I. Das Getriebe hatte eine Untersetzung von 0,64:1.",20,5,"['Unter', 'setzung']",2,0
Chloratom,"Dumas und Justus von Liebig gebrauchten den Begriff radikalische Substitution, um den atomaren Austausch eines Wasserstoffatoms durch ein Chloratom in der organischen Chemie zu bezeichnen.",25,4,"['Chlor', 'atom']",2,0
Proband,Ein Proband kann nach seinem errechneten IQ in eine Kategorie mit entsprechendem Ausprägungsgrad eingestuft werden.,15,5,"['Pro', 'band']",2,0
Rück,"Diese Anforderungen verhindern in konventionellen Software-Systemen eine saubere Modularisierung und beeinträchtigen Pflege, Verständlichkeit, Wiederverwendbarkeit und (Rück)-Verfolgbarkeit.",16,5,"['R', 'ück']",2,0
Bestnote,"Ohne die Übersicherung hätte eine Durchschnittsbewertung daher nicht die Bestnote AAA ergeben, was die Kreditaufnahme durch die EFSF verteuert hätte.",20,5,"['Best', 'note']",2,0
Urtext,"Für den privaten Gebrauch seien weitere, näher am Urtext stehende Übersetzungen unerlässlich.",12,5,"['Ur', 'text']",2,0
Keirin,"2017 errang sie den britischen Meister-Titel im Sprint, 2018 sowie 2019 den Titel im Keirin.",15,5,"['Ke', 'irin']",2,0
Marstall,Im Marstall des ehemaligen Zisterzienserklosters in Saar an der Sazau befindet sich eine Gedenkstätte für ihn.,16,5,"['Mar', 'stall']",2,0
Okt,Okt. 1960 Der Turm der St. Johanniskirche erhält Kugel und Kreuz.,11,4,"['O', 'kt']",2,0
Fürchten,"Wie sich später herausstellen wird, hat Trixie – genau wie Junior bei seinem Vater – potentielle Liebhaber das Fürchten gelehrt.",20,4,"['Für', 'chten']",2,0
Nebenlager,In der Grube Springen entstand ein Nebenlager des KZ Buchenwald.,10,5,"['Neben', 'lager']",2,0
