word,selected_sentence,sentence_length,original_frequency,tokens,token_num,freq_quantile
phylogenetics,"In phylogenetics, long branch attraction (LBA) is a form of systematic error whereby distantly related lineages are incorrectly inferred to be closely related.",23,5,"['phyl', 'ogenetics']",2,0
sprung,"Beginning in 2004, the downtown redevelopment was marketed locally with the ""silver sprung"" advertising campaign, which declared on buses and in print ads that Silver Spring had ""sprung"" and was ready for business.",33,5,"['spr', 'ung']",2,0
pinna,"Each pinna is tipped with a three-lobed, rhomboid (diamond-shaped) terminal pinnule; the other pinnules are cut into pinnulets, which are oblong, obtuse (blunt) at the tip, and are generally attached directly to the costule (pinnule axis), without stalks.",38,5,"['pin', 'na']",2,0
playa,"Estero Hondo Es un pueblo de Puerto Plata, Republica Dominicana con seis parajes, conocida por sus playas de arenas coralinas y aguas claras, como playa Puerto Coral o El Pato, El Buren, La Ensenada y Punta Rucia.",37,4,"['play', 'a']",2,0
escapee,"Father Lahey (April 2, 1949)A concerned priest hires Pat to pick up a prison escapee once under his care.",19,4,"['escape', 'e']",2,0
virtualization,"As CTO, he led the company strategy and direction for new innovative services around call center application, e-collaboration & virtualization in both wireline and wireless infrastructures.",26,4,"['virtual', 'ization']",2,0
fragile,"This is because studies show that live termitariums are stronger when inhabited and become fragile after the insects leave, making them more susceptible to predators.",25,4,"['frag', 'ile']",2,0
chipsets,"On April 22, 2019, coinciding with the announcement of the GTX 1650, Nvidia announced laptops equipped with built-in GTX 1650 chipsets.",21,4,"['chip', 'sets']",2,0
collectivity,"He explained that the first stage, collectivity, was concerned with social equality and spiritual oneness.",15,4,"['collect', 'ivity']",2,0
foliot,"The foliot was also gradually replaced with the balance wheel, which had a higher moment of inertia for its size, allowing better timekeeping.",23,4,"['fol', 'iot']",2,0
chime,The trains also feature a newer Train Travel Information System (TTIS) and a chime that plays before every announcements.,19,5,"['ch', 'ime']",2,0
dangdut,"In 1997, she won the Best Female Dangdut Singer at the inaugural Indonesian Dangdut Awards (ADTPI).",16,4,"['dang', 'dut']",2,0
coordinating,"Its secretariat and coordinating personnel is hosted by the Third World Institute, whose international seat is based in Montevideo, Uruguay.",20,5,"['co', 'ordinating']",2,0
juicy,"He described the film as ""a drama comedy, a juicy story, life, lust and rock 'n' roll.",17,4,"['ju', 'icy']",2,0
unicolor,unicolor () is mainly cultivated in Lanzhou and its bulbs are valued for sweetness.,14,4,"['unic', 'olor']",2,0
chronometer,"In 1974 the Omega Marine Chronometer was introduced, the first wrist watch to hold Marine Chronometer certification, and accurate to 12 seconds per year.",24,5,"['chron', 'ometer']",2,0
mitre,"surmounted by a mitre Or, three cross crosslets of—nine pales alternating red and blue, with a silver chevron bearing three gold cross-crosslets.",22,4,"['mit', 're']",2,0
greets,Dampit greets him warmly.,4,5,"['gre', 'ets']",2,0
flagellation,"Flagellation The flagellation of boys was a ritual performed as part of the cult of the ""Scythian Artemis.""",18,4,"['flag', 'ellation']",2,0
parathyroid,Oxyphil cell may refer to: Oxyphil cell (parathyroid) Oxyphil cell (pathology),11,5,"['par', 'athyroid']",2,0
counterclockwise,The whirlpool naturally spins in a counterclockwise motion during normal flow.,11,4,"['counter', 'clockwise']",2,0
eminence,"In the years from 1939 to 1946, his artistic eminence deteriorated, in part due to family difficulties and alcoholism.",19,5,"['emin', 'ence']",2,0
candlelight,"Mass is held in several languages, and a candlelight procession occurs.",11,4,"['candle', 'light']",2,0
mockup,"What was mounted on this spacecraft remains unclear, but either a prototype Skif-DF or a mockup was part of the system.",21,4,"['mock', 'up']",2,0
housemaster,Hamilton was a Science teacher and housemaster prior to becoming Headmaster in 1949.,13,5,"['house', 'master']",2,0
degeneracy,Quotiening out degeneracy and taking the completion gives a Hilbert space whose typical element is an equivalence class [h].,19,4,"['degener', 'acy']",2,0
prototyping,"Alsip's master luthier & owner, Jake Willoughby, in the prototyping stages.",11,4,"['prot', 'otyping']",2,0
foremast,A shell also pierced the port strut of the foremast without exploding.,12,4,"['fore', 'mast']",2,0
ensuing,"Waterboer formed an alliance with the Cape Colony to the south, however this alliance frequently faltered in the ensuing conflicts.",20,4,"['ens', 'uing']",2,0
cohabitation,"In September 1888, Cannon surrendered himself and pleaded guilty at trial to charges of unlawful cohabitation under the Edmunds Act.",20,4,"['co', 'habitation']",2,0
crassa,Diptilon crassa is a moth of the subfamily Arctiinae.,9,5,"['cr', 'assa']",2,0
sewn,"Zagorichani flag The flag of the detachment from Zagorichani, Kostursko, was sewn by Maslina Grancharova.",15,5,"['se', 'wn']",2,0
richards,"Richards, David: In a One-Man Show, Joel Grey Is a Crowd.",11,4,"['rich', 'ards']",2,0
chapbook,"A hand-bound chapbook, Our Mission, Our Moment contains eight poetic transpositions of the speeches of George W. Bush.",18,5,"['chap', 'book']",2,0
futility,"However, the storm could also be viewed as a representation of nature's dominance over man and of the ultimate futility in trying to industrialize and advance society.",27,5,"['f', 'utility']",2,0
tendinitis,"The effects of the surgery affected him the following season (2008–09), as he experienced conditioning problems, tiredness and tendinitis.",19,5,"['tend', 'initis']",2,0
counterbalance,In counterbalance it dilutes electors' voting power and may result in concerns raised taken less seriously as to lobbying/correspondence.,19,5,"['counter', 'balance']",2,0
violon,Irvine Arditti (violon).,3,5,"['viol', 'on']",2,0
saltbox,"At the rear the roof extends to the first floor, giving the house a saltbox profile.",16,4,"['salt', 'box']",2,0
tepal,The flowers can be classified by flower aspect and form: Flower aspect: a up-facing b out-facing c down-facing Flower form: a trumpet-shaped b bowl-shaped c flat (or with tepal tips recurved) d tepals strongly recurved (with the Turk's cap form as the ultimate state) Many newer commercial varieties are developed by using new technologies such as ovary culture and embryo rescue.,61,4,"['te', 'pal']",2,0
hummus,"It is usually served with mashed potatoes, French fries, rice, or pasta, accompanied by ketchup, hummus, or vegetable salad.",19,4,"['hum', 'mus']",2,0
winery,"Brooks is also co-owner of Arrington Vineyards, a Nashville winery with winemaker Kip Summers and businessmen John Russell.",18,5,"['win', 'ery']",2,0
thrice,"With the team, he won All-India Railway Championship thrice.",9,5,"['th', 'rice']",2,0
unreliability,"Secondary characters An unnamed Narrator, who admits his own unreliability on several occasions.",13,5,"['un', 'reliability']",2,0
bunting,Fauna Northern bird species brambling and rustic bunting are common in the park's forests.,14,4,"['b', 'unting']",2,0
cataloger,"There, Clapp filled in for another cataloger who, Clapp recalled, ""usually turned out in a year somewhat less than a third of what I turned out that summer"".",28,5,"['catalog', 'er']",2,0
tapir,"Other Ngandong fauna include the tiger Panthera tigris soloensis, Malayan tapir, the hippo Hexaprotodon, sambar deer, water buffalo, the cow Bos palaesondaicus, pigs, and crab-eating macaque.",26,4,"['tap', 'ir']",2,0
duly,"Parisyan, however, performed a judo throw, which put Strasser on the ground and placed him in position for a kimura armlock, which Parisyan duly applied.",25,4,"['d', 'uly']",2,0
tanner,"He served an apprenticeship at the tanner's trade, after which he became a canal contractor.",15,5,"['t', 'anner']",2,0
lightcurve,"In 2010, Warner also modeled a lightcurve using the data from his various photometric observations.",15,4,"['light', 'curve']",2,0
meanwhile,"Meanwhile, even as to general knowledge, Quine's thesis eroded foundationalism, which retreated to modesty.",14,5,"['mean', 'while']",2,0
ruthlessness,"He had absorbed too much of Western European bourgeois civilization to be able to witness the ruthlessness and cold, colorless dogmatism of Stalin's leadership without protest.",26,5,"['ruth', 'lessness']",2,0
scalp,"MMN was established as a scalp-negative component of the event-related potential or ERPs, as derived from recordings made electroencephalographically via electrodes attached to the scalp.",25,5,"['scal', 'p']",2,0
hast,"Example present tense forms: thou wilt, thou shalt, thou art, thou hast, thou canst.",14,5,"['h', 'ast']",2,0
lettres,It first appeared as L'Homme de lettres (Pont-a-Mousson).,8,5,"['let', 'tres']",2,0
coke,"The coke is easily removed and catalyst activity and selectivity restored by controlled, in-situ regeneration.",15,4,"['c', 'oke']",2,0
backline,Twelve weeks later he received a rising star nomination after a spate of impressive performances out of the backline.,19,4,"['back', 'line']",2,0
politiques,"Approches scientifiques et politiques (with Anne Cadoret, Martine Gross and Caroline Mécary).",12,4,"['polit', 'iques']",2,0
awkward,"Beginning in an awkward and uncertain proclamation by Brad that he ""Has something to say"".",15,4,"['awk', 'ward']",2,0
decking,It is made of red furnace-fired bricks with wooden decking.,10,4,"['deck', 'ing']",2,0
expressiveness,"Features Youth language displays exaggerations, emphasis, exaggeration, intensification, wordplay, provocation, humor, irony, playfulness, expressiveness and emotion more often than is found in adult communication.",24,5,"['express', 'iveness']",2,0
claymation,"Roe created the claymation scenes in his garage, taking 2040 stop-motion frames.",12,4,"['clay', 'mation']",2,0
profusion,"The sixth through last hymns of the first chapter in Chandogya Brahmana are ritual celebrations on the birth of a child and wishes for health, wealth, and prosperity with a profusion of cows and artha.",35,4,"['prof', 'usion']",2,0
hairshirt,"Additionally, Columba was known to engage in acts designed to cause her physical pain, such as at the wearing of a hairshirt and sleeping on thorns.",26,4,"['hair', 'shirt']",2,0
dragoon,Biography He was born in Klatovy to a family of a retired dragoon and a laundress.,16,5,"['drag', 'oon']",2,0
legalisation,The organisation was set up in December 1935 under the name of The Voluntary Euthanasia Legalisation Society (VELS).,18,5,"['legal', 'isation']",2,0
cicada,"Categories Jade objects of early ages (Neolithic through Zhou) fall into five categories: small decorative and functional ornaments such as beads, pendants, and belt hooks; weapons and related equipment; independent sculptural, especially of real and mythological animals; small objects of probably emblematic value, including the han (ornaments, often carved in the shape of a cicada, to be placed in the mouth of the dead), and many examples of larger objects—such as the cong (a hollow cylinder or truncated cone).",79,4,"['cic', 'ada']",2,0
stamen,There are two lengths of the stamen filaments - and .,11,5,"['st', 'amen']",2,0
notwithstanding,"This notwithstanding, the Official Journal of the European Communities specified that and be used to represent Greece and United Kingdom respectively.",21,5,"['not', 'withstanding']",2,0
undergoes,"Other reactions Like many other esters, this compound undergoes the Claisen ester condensations.",13,4,"['under', 'goes']",2,0
secretory,"Gene expression The protein is found in six tissues: the immune, nervous, muscle, internal, secretory, and reproductive systems.",18,5,"['secret', 'ory']",2,0
csound,Csound is a domain-specific computer programming language for audio programming.,10,5,"['cs', 'ound']",2,0
quieter,Hagenbach invested more and was the quieter partner.,8,5,"['qui', 'eter']",2,0
sedge,Cyperus unispicatus is a species of sedge that is native to parts of Angola.,14,5,"['s', 'edge']",2,0
tunisia,"The National Union of Tunisian Women (; , UNFT) is a non-governmental organization in Tunisia founded in 1956.",18,4,"['tun', 'isia']",2,0
zydeco,"Terrance Simien (born September 3, 1965) is an American zydeco musician, vocalist and songwriter.",14,5,"['zy', 'deco']",2,0
epicarp,"The epicarp forms the tough outer skin of the fruit, if there is one.",14,5,"['epic', 'arp']",2,0
russia,"February 9 - Serial blasts rock Russia's Grozny, at least five people are wounded.",14,5,"['r', 'ussia']",2,0
polskich,"), Słownik historyczno-geograficzny ziem polskich w średniowieczu, Instytut Historii Polskiej Akademii Nauk, 2010–2019, Benedyktyni, s. 90–93, 119.",17,4,"['pol', 'skich']",2,0
sober,"Christopher Hitchens said the ""sober yet scintillating pages of Saturday"" confirmed the maturation of McEwan and displayed both his soft, humane, side and his hard, intellectual, scientific, side.",28,4,"['so', 'ber']",2,0
toilette,"Degas initiated a subgenre within the nude, that of the toilette, women in the bathroom, performing their personal hygiene, which would have great development in the late nineteenth and early twentieth centuries.",32,5,"['toilet', 'te']",2,0
comique,Much material from the opera was later reused for Meyerbeer's opéra comique L'étoile du nord (1854).,16,5,"['com', 'ique']",2,0
cocoon,"The cocoon is formed within the mine, where pupation takes place.",11,5,"['coc', 'oon']",2,0
forensics,"University of Windsor also provides Inter-Faculty Programs offering cross-departmental majors like Forensics, Environmental studies and Arts & Science concentration.",19,5,"['fore', 'nsics']",2,0
hydroxylamine,It is a derivative of hydroxylamine with the hydroxyl hydrogen replaced by a methyl group.,15,4,"['hydrox', 'ylamine']",2,0
scarf,The Bone Fone was a wearable radio that draped around the user's neck like a scarf.,16,4,"['scar', 'f']",2,0
femmes,"Track listings These are the formats of track listings of the releases of ""Ève lève-toi"": 7"" single - France ""Ève lève-toi"" — 3:50 ""L'homme qui aimait les femmes"" — 4:10 7"" single - Europe ""Listen to your heart"" (English version of ""Ève lève-toi"") — 4:22 ""Norma Jean"" (English version of ""L'homme qui aimait les femmes"") — 4:03 12"" maxi - France ""Ève lève-toi"" (remix club) — 5:52 ""Ève lève-toi"" — 3:50 12"" maxi - Europe ""Listen to Your Heart"" (extended club remix) — 6:42 ""Norma Jean"" — 4:03 Charts Certifications and sales See also List of number-one singles of 1986 (France) References 1986 singles Julie Pietri songs SNEP Top Singles number-one singles Songs with feminist themes",116,4,"['fem', 'mes']",2,0
antico,"Other indications of the stile antico include large note values (whole, half, or quarter notes).",15,5,"['ant', 'ico']",2,0
chromatism,"One of her first nudes was Desnudo de Mujer India (1929), where she already shows her style, of a fantastic figuration and intense chromatism, with an abundance of anecdotal elements.",30,4,"['chrom', 'atism']",2,0
anchovy,"A slice of lemon, a slice of anchovy, and a few capers are placed on top of the cutlet.",19,5,"['anch', 'ovy']",2,0
fonds,Archives There is a Joseph-Israël Tarte fonds at Library and Archives Canada.,12,4,"['f', 'onds']",2,0
arion,"Phengaris arion The large blue butterfly, Phengaris arion (formerly Maculinea arion), exhibits a unique parasitic relationship with a single species of red ant, Myrmica sabuleti.",25,4,"['ar', 'ion']",2,0
modulators,"Neurosteroid activity Progesterone has neurosteroid activity via metabolism into allopregnanolone and pregnanolone, potent positive allosteric modulators of the GABAA receptor.",20,5,"['mod', 'ulators']",2,0
cantor,"In 1709, he succeeded his father as cantor there before going to Vienna in 1722.",15,5,"['cant', 'or']",2,0
subsurface,"Exploration, by earth scientists, and petroleum engineering are the oil and gas industry's two main subsurface disciplines, which focus on maximizing economic recovery of hydrocarbons from subsurface reservoirs.",28,5,"['sub', 'surface']",2,0
capstone,"Global cities form the capstone of the global hierarchy, exerting command and control through their economic and political influence.",19,4,"['cap', 'stone']",2,0
ferch,"With wife Angharad (daughter of Owain ab Edwin) he had: Cadwallon ap Gruffudd Owain Gwynedd (Owain ap Gruffudd), married (1) Gwladus (Gladys) ferch Llywarch, daughter of Llywarch ap Trahaearn (2) Cristin ferch Goronwy, daughter of Goronwy ab Owain Cadwaladr ap Gruffudd, married Alice de Clare, daughter of Richard Fitz Gilbert de Clare Mareda/Marared Susanna, married Madog ap Maredudd, prince of Powys Ranulht/Rannillt, married Madog ap Idnerth, King of Cynllibiwg Agnes/Annest ferch gruffydd Gwenllian ferch Gruffudd, married Gruffydd ap Rhys, prince of Deheubarth.",82,4,"['fer', 'ch']",2,0
deserving,"Lessig acknowledges piracy is wrong and deserving of punishment, however he is concerned the concept, as it appears in the context of ""internet piracy"", has been used inappropriately.",28,5,"['des', 'erving']",2,0
letterman,Reid is a 2013 graduate of Johns Hopkins University and was a four-year football letterman.,15,5,"['letter', 'man']",2,0
supercargo,"The captain, first mate, second mate, supercargo, cooper, cook, and others were killed.",13,4,"['super', 'cargo']",2,0
gatehouse,"It has been suggested that there may have been a gatehouse, amid a frontal range of buildings.",17,5,"['gate', 'house']",2,0
photograms,In 2007 Rossiter moved from traditional photography to creating photograms from vintage photographic papers.,14,5,"['phot', 'ograms']",2,0
taproot,This perennial herb grows from a taproot and reaches 40 centimeters tall.,12,5,"['tap', 'root']",2,0
puppy,"Ruff-Ruff (voiced by Joseph West) is a red puppy, & one of the three title characters.",16,4,"['pu', 'ppy']",2,0
nana,"The larvae feed on Musa coccina, Musa formosana, Musa nana, Musa sapientum, Musa uranoscopos and Cocos nucifera.",17,4,"['n', 'ana']",2,0
lowering,"In Brazilian music, the Dorian mode is formed from the Mixolydian mode, by the lowering of the third, thus being a minor version of the former.",26,4,"['low', 'ering']",2,0
gwa,Sample text Original Kaiwá text: Eregwata-ramo ka'agwy-rupi erehexa gwa'a.,9,4,"['g', 'wa']",2,0
materiality,"The same effect appears in the Crucifixion (1620) of the Boymans Van Beuningen Museum, where the different chromatism of the figures of Christ and the thieves is added to the effect of the stormy light, while the differentiation in the anatomies of the different figures emphasizes the ideal physique of Jesus as opposed to the crude materiality of the thieves.",60,4,"['material', 'ity']",2,0
antipathy,"However, Simon IV de Montfort was never formally recognized as earl, due to the antipathy between France and England at that time.",22,4,"['antip', 'athy']",2,0
brunneus,Iridomyrmex brunneus is a species of ant in the genus Iridomyrmex.,11,4,"['brun', 'neus']",2,0
guenzi,"Guenzi: Naomi Rivieccio - backed his own act, Seveso Casino Palace.",11,4,"['gu', 'enzi']",2,0
infield,"Shortly thereafter, the infield was reconfigured, and competition on the infield road course, mostly by the SCCA, was discontinued.",19,5,"['in', 'field']",2,0
barbed,Isaac became a prominent barbed wire entrepreneur and Chauncey also served as Sycamore mayor.,14,4,"['bar', 'bed']",2,0
cartography,"This great work of cartography was issued in 35 separate sheets, each approximately 30"" x 20"".",16,5,"['cart', 'ography']",2,0
vivantes,Spécies général et iconographie des coquilles vivantes.,7,4,"['viv', 'antes']",2,0
defunct,"Following the People Power Revolution, the organization was made defunct on February 26, 1986.",14,4,"['def', 'unct']",2,0
rheostat,"In general, most elevators before WWII were manually controlled by elevator operators using a rheostat connected to the motor.",19,4,"['rhe', 'ostat']",2,0
legitimate,"Ghost tells Angela he will be a completely legitimate businessman going forward, and the two reconcile.",16,4,"['leg', 'itimate']",2,0
torta,"The local specialty is the torta de Gazpacho, not to be confused with the Andalusian gazpacho.",16,4,"['t', 'orta']",2,0
cubism,"Even so, little by little the new currents were introduced, especially cubism, expressionism and surrealism.",15,5,"['cub', 'ism']",2,0
redeemer,"""I Know That My Redeemer Lives"" is an English Christian Easter hymn in long metre by Samuel Medley.",18,5,"['rede', 'emer']",2,0
holocaust,The siege has been catalogued as a holocaust and massacre by the Inter-American Court of Human Rights.,17,4,"['hol', 'ocaust']",2,0
miscalculation,"In Louis De's second leg, AEK were as good as in the first game, as they fought and created the chances that would have given them the qualification, but a miscalculation by Atmatsidis, brought the goal by Simone just after half an hour.",43,4,"['mis', 'calculation']",2,0
prudence,He was a brilliant strategist and tactician whose chief characteristic was prudence.,12,5,"['pr', 'udence']",2,0
angustus,Leymus angustus is a species of grass known by the common name Altai wildrye.,14,4,"['ang', 'ustus']",2,0
sorghum,"The production process involves mixing fermented sorghum, millet or maize, malt, boiled water and yeast which is locally called Aku fi.",21,4,"['sor', 'ghum']",2,0
horrific,"She said ""The organizations and people who make these claims and produce these false treatments really are doing something horrific.""",20,4,"['hor', 'rific']",2,0
oncle,"Saval A Little Virtuous (1968) - Marcel dit 'Lajoie' - l'homme du bar Under the Sign of the Bull (1969) - Vacher - le ferrailleur Mon oncle Benjamin (1969) - Le sergent Le Prussien (1971, TV Movie) - Victor Ursule et Grelu (1974) - Le capitaine Juliette and Juliette (1974) - M. Rozenec - le père d'une Juliettte Que la fête commence (1975) - Le maréchal de Villeroy The Porter from Maxim's (1976) - Le patron de chez Maxim's Nous maigrirons ensemble (1979) - Le producteur Blangenstein References External links 1908 births 1982 deaths French male film actors Troupe of the Comédie-Française 20th-century French male actors",106,4,"['on', 'cle']",2,0
womanizer,"George, the womanizer he is, falls in love with the veiled foreign lady and likes her exotic dance.",18,5,"['woman', 'izer']",2,0
ectoderm,Neural mesenchyme soon undergoes a mesenchymal–epithelial transition under the influence of WNT6 produced by ectoderm to form somites.,18,4,"['ect', 'oderm']",2,0
cadenza,"After the cadenza, the orchestra bursts in and returns to the minor home key.",14,4,"['cad', 'enza']",2,0
startlist,He was named in the startlist for the 2016 Vuelta a España.,12,5,"['start', 'list']",2,0
limiter,"Other changes include a re-designed dash with gear position indicator, changeable rev limiter and ambient temperature sensors.",17,4,"['lim', 'iter']",2,0
rerum,"Belgicarum rerum prodromus, sive de historia belgica ejusque scriptoribus præcipuis commentario.",11,4,"['rer', 'um']",2,0
shamisen,"Much of Speer's guitar style comes from seeking to emulate the harmonic and timbral characteristics of other instruments, such as the krar, bağlama, rubab, shamisen, mbira, and djembe.",28,4,"['sham', 'isen']",2,0
florist,"She worked as a florist, a window dresser and for the BBC as a secretary.",15,4,"['flor', 'ist']",2,0
glazing,"The project was projected to cost more than twice its budget, and there were technical difficulties with the proposed glazing.",20,4,"['gl', 'azing']",2,0
sunroof,"A Sun & Fun package on the EV+ added a sunroof, and lighting for the speakers and interior.",18,5,"['sun', 'roof']",2,0
interrelation,"In Japanese culture, art has a great sense of introspection and interrelation between man and nature, also represented in the objects that surround him, from the most ornate and emphatic to the most simple and everyday.",36,5,"['inter', 'relation']",2,0
iodine,"These spring waters are rich in lithium, bromine, iodine, arsenic, phosphorus, zinc, copper, nickel, magnesium, iron and other chemicals.",19,5,"['iod', 'ine']",2,0
dynamo,Each turret had a dedicated 300-ampere dynamo to traverse it and to power the ammunition hoist.,16,4,"['dynam', 'o']",2,0
dogwood,Dogwood Creek was so named on account of dogwood trees near its course.,13,5,"['dog', 'wood']",2,0
decryption,The service provider software is presumably configured with a private SAML decryption key.,13,5,"['dec', 'ryption']",2,0
subcommunity,Subcommunities There are four subcommunities: the Anagallis arvensis - Viola arvensis subcommunity the ''Poa annua - Galeopsis tetrahit subcommunity the Elymus repens - Potentilla anserina subcommunity the Bilderdykia convolvulus - Veronica persica'' subcommunity References OV09,35,4,"['sub', 'community']",2,0
ramets,"Individuals within a multicellular colonial organism may be called ramets, modules, or zooids.",13,5,"['ram', 'ets']",2,0
ataxia,"Test subjects suffered motor ataxia, nausea, visual disturbance, degraded task performance and difficulties in communication.",15,5,"['ata', 'xia']",2,0
pharaoh,"In the tomb of Tutankhamun was found a statue of the pharaoh naked, representing Ihy, son of the goddess Hathor.",20,4,"['ph', 'araoh']",2,0
manto,The MONA or Hodges number for Dasychira manto is 8307.,10,4,"['m', 'anto']",2,0
hearsay,"Katz also refused to allow testimony from Dunne's mother, Ellen Dunne, as well as Dunne's friends, citing their statements about Sweeney's abusive nature as hearsay.",25,4,"['hears', 'ay']",2,0
camshaft,"In 2004 and 2005, the only interchangeable part between the ATV and motorcycle engines was the camshaft.",17,4,"['cam', 'shaft']",2,0
gadget,"Brooker originally considered a gadget such as a Game Boy instead of a teddy bear, but Slade insisted on ""something that you can touch, that you would hold to you, that would give you comfort"".",35,4,"['gad', 'get']",2,0
reconquest,"The local Costello landholders lost title to their lands to Theobald Dillon, 1st Viscount Dillon in some sharp practices during the period of the Tudor reconquest in the province of Connacht.",31,4,"['recon', 'quest']",2,0
internata,Scopula internata is a moth of the family Geometridae.,9,4,"['intern', 'ata']",2,0
lectionary,"Description The codex contains lessons from the Gospels of John, Matthew, Luke lectionary (Evangelistarium) with some lacunae at the end.",20,5,"['lection', 'ary']",2,0
maquettes,"It was preceded in 1997 by an exhibition at the nearby National Portrait Gallery, bringing together drawings, models and maquettes.",20,4,"['ma', 'quettes']",2,0
acerina,acerina is a mallee or tree that typically grows to a height of and forms a lignotuber.,17,4,"['acer', 'ina']",2,0
backstores,Raw: The raw driver allows using unstructured memory as backstores for export via LIO.,14,5,"['back', 'stores']",2,0
knob,Health Lodge The original Health Lodge was built at Camp Raven Knob in 1960.,14,5,"['kn', 'ob']",2,0
fuller,For a fuller precis on this interesting and historic literary development see Assiti Shards series.,15,5,"['full', 'er']",2,0
ceste,"Traffic volume Traffic is regularly counted and reported by Hrvatske ceste, operator of the road.",15,5,"['c', 'este']",2,0
placings,"Or, two placings in the top half at the Junior World Championships.",12,4,"['plac', 'ings']",2,0
payoff,"Sepinwall called it ""a fabulous payoff for longtime fans"".",9,5,"['pay', 'off']",2,0
pinyin,"Bái is the pinyin of the surname 白, meaning the colour white.",12,4,"['p', 'inyin']",2,0
fruiting,"In order to trigger the formation of fruiting bodies, many fungal species require specific environmental conditions.",16,5,"['f', 'ruiting']",2,0
diurna,"Track listing Personnel Chico Buarque: vocals (except in ""O meu amor"") and acoustic guitar (in ""Até o fim"") MPB-4: choir (in ""Cálice"" and ""Apesar de você"") Quarteto em Cy: vocals (in ""Apesar de você"") Francis Hime: piano (in ""Feijoada completa"", ""Trocando em miúdos"", ""O meu amor"", ""Pivete"" and ""Pequenã serenata diurna"") Magro: piano (in ""Cálice"" and ""Homenagem ao malandro"") Novelli: piano (in ""Até o fim""), bass (in ""Pedaço de mim"" and ""Pequenã serenata diurna"") and percussion (in ""Até o fim"") Milton Nascimento: piano (in ""Pedaço de mim"") Manoel da Conceição (Mão de vaca): acoustic guitar (in ""Feijoada completa"") Neco (Daudeth Azevedo): 7-string acoustic guitar (in ""Feijoada completa"") Miltinho: acoustic guitar (in ""Cálice"", ""Homenagem ao malandro"" and ""Apesar de você"") Arthur Verocai: acoustic guitar (in ""O meu amor"") Jorge Lima: acoustic guitar (in ""O meu amor"") Nelson Angelo: acoustic guitar (in ""Até o fim"" and ""Pedaço de mim"") Octávio Burnier Bonfá: acoustic guitar (in ""Pivete"") Luiz Cláudio Ramos: guitar (in ""Cálice"", ""Pequeña serenata diurna"" and ""Tanto mar"") and viola (in ""Tanto mar"") Bebeto (Adalberto José Castilho e Souza): bass (in ""Cálice"", ""Homenagem ao malandro and ""Apesar de você"") Luizão Maia: bass (in ""O meu amor"" and ""Pivete"") Beto Guedes: bass (in ""Até o fim"") and mandolin (in ""Pedaço de mim"") Jorginho da Flauta (Jorge Ferreira da Silva): flute (in ""Feijoada completa"" and ""Trocando em miúdos"") and saxophone alto (in ""Homenagem ao malandro"") Celso Woltzenlogel: flute (in ""Trocando em miúdos"", ""O meu amor"" and ""Pivete"") Copinha (Nicolino Cópia): flute (in ""O meu amor"") Franklin Corrêa da Silva (Franklin da Flauta): flute (in ""O meu amor"" and ""Tanto mar"") Márcio Montarroyos: trumpet (in ""Feijoada completa"", ""O meu amor"" and ""Pivete"") Formiga (José Pinto): trumpet (in ""Pivete"") Netinho: clarinet (in ""Feijoada completa"") and saxophone soprano (in ""Pequenã serenata diurna"") Jayme Araújo: clarinet (in ""O meu amor"" and ""Pivete"") Marko Rupe: clarinet (in ""O meu amor"" and ""Homenagem ao malandro"") Raul de Barros: trombone (in ""Feijoada completa"") Edmundo Maciel: trombone (in ""O meu amor"", ""Homenagem ao malandro"" and ""Pivete"") Jessé Sadoc do Nascimento: trombone (in ""Pivete"") João Luiz Macial: trombone (in ""Pivete"") Bijú (Moacir M. dos Santos): saxophone tenor (in ""Homenagem ao malandro"") Mário Negrão: drums (in ""Cálice"", ""Homenagem ao malandro"" and ""Apesar de você"") Pedrinho: drums (in ""O meu amor"" and ""Pivete"") Chico Batera: drums (in ""Até o fim"") and percussion (in ""O meu amor"", ""Até o fim"" and ""Pivete"") Enéas Costa: drums (in ""Pequenã serenata diurna"") Ricardo Costa: drums (in ""Tanto mar"") Alceu Maia: cavaquinho (in ""Feijoada completa"") Doutor: repenique (in ""Feijoada completa"") Elizeu Felix: tambourine (in ""Feijoada completa"") Luna: tambourine (in ""Feijoada completa"") Marçal (Nilton Delfino Marçal): tambourine (in ""Feijoada completa"") Esdras Ferreira (Nenen): cuíca (in ""Feijoada completa"" and ""Apesar de você"") Geraldo: whistle (in ""Feijoada completa"") Gordinho (Antenor Marques Filho): surdo (in ""Feijoada completa"" and ""Apesar de você"") Wilson Canegal: ganzá (in ""Feijoada completa"") Wilson das Neves: snare drum (in ""Feijoada completa"") and agogô (in ""Feijoada completa"") Armando Marçal (Marçalzinho): tambourine (in ""Apesar de você"") Elias Ferreira: pandeiro (in ""Homenagem ao malandro"" and ""Apesar de você"") Djalma Corrêa: percussion (in ""O meu amor"" and ""Pivete"") Dom Chacal: percussion (in ""O meu amor"" and ""Pivete"") Special guests: Milton Nascimento: vocals (in ""Cálice"") Elba Ramalho: vocals (in ""O meu amor"") Marieta Severo: vocals (in ""O meu amor"") Zizi Possi: vocals (in ""Pedaço de mim"") References Charles A. Perrone, Masters of Contemporary Brazilian Song: MPB 1965-1985.",562,5,"['di', 'urna']",2,0
